polygon_id,split,covered_by_tile
538,train,True
539,train,True
540,train,True
541,train,True
542,train,True
543,train,True
544,train,True
545,train,True
546,train,True
547,train,True
548,train,True
549,train,True
550,train,True
551,train,True
552,train,True
553,train,True
554,train,True
555,train,True
556,train,True
557,train,True
558,train,True
559,train,True
560,train,True
561,train,True
562,train,True
563,train,True
564,train,True
565,train,True
566,train,True
567,train,True
568,train,True
569,train,True
570,train,True
571,train,True
572,train,True
573,train,True
574,train,True
575,train,True
576,train,True
577,train,True
578,train,True
579,train,True
580,train,True
581,train,True
582,train,True
583,train,True
584,train,True
585,train,True
586,train,True
587,train,True
588,train,True
589,train,True
590,train,True
591,train,True
592,train,True
593,train,True
594,train,True
595,train,True
596,train,True
597,train,True
598,train,True
599,train,True
600,train,True
601,train,True
602,train,True
603,train,True
604,train,True
605,train,True
606,train,True
607,train,True
608,train,True
609,train,True
610,train,True
611,train,True
612,train,True
613,train,True
614,train,True
615,train,True
616,train,True
617,train,True
618,train,True
619,train,True
620,train,True
621,train,True
622,train,True
623,train,True
624,train,True
625,train,True
626,train,True
627,train,True
628,train,True
629,train,True
630,train,True
631,train,True
632,train,True
633,train,True
634,train,True
635,train,True
636,train,True
637,train,True
638,train,True
639,train,True
640,train,True
641,train,True
642,train,True
643,train,True
644,train,True
645,train,True
646,train,True
647,train,True
648,train,True
649,train,True
650,train,True
651,train,True
652,train,True
653,train,True
654,train,True
655,train,True
656,train,True
657,train,True
658,train,True
659,train,True
660,train,True
661,train,True
662,train,True
663,train,True
664,train,True
665,train,True
666,train,True
667,train,True
668,train,True
669,train,True
670,train,True
671,train,True
672,train,True
673,train,True
674,train,True
675,train,True
676,train,True
677,train,True
678,train,True
679,train,True
680,train,True
681,train,True
682,train,True
683,train,True
684,train,True
685,train,True
686,train,True
687,train,True
688,train,True
689,train,True
690,train,True
691,train,True
692,train,True
693,train,True
694,train,True
695,train,True
696,train,True
697,train,True
698,train,True
699,train,True
700,train,True
701,train,True
702,train,True
703,train,True
704,train,True
705,train,True
706,train,True
707,train,True
708,train,True
709,train,True
710,train,True
711,train,True
712,train,True
713,train,True
714,train,True
715,train,True
716,train,True
717,train,True
718,train,True
719,train,True
720,train,True
721,train,True
722,train,True
723,train,True
724,train,True
725,train,True
726,train,True
727,train,True
728,train,True
729,train,True
730,train,True
731,train,True
732,train,True
733,train,True
734,train,True
735,train,True
736,train,True
737,train,True
738,train,True
739,train,True
740,train,True
741,train,True
742,train,True
743,train,True
744,train,True
745,train,True
746,train,True
747,train,True
748,train,True
749,train,True
750,train,True
751,train,True
752,train,True
753,train,True
754,train,True
755,train,True
756,train,True
757,train,True
758,train,True
759,train,True
760,train,True
768,train,True
772,train,True
773,train,True
774,train,True
775,train,True
776,train,True
777,train,True
778,train,True
779,train,True
780,train,True
781,train,True
782,train,True
783,train,True
784,train,True
785,train,True
786,train,True
787,train,True
788,train,True
789,train,True
790,train,True
791,train,True
792,train,True
793,train,True
794,train,True
795,train,True
796,train,True
797,train,True
798,train,True
799,train,True
800,train,True
801,train,True
802,train,True
803,train,True
804,train,True
805,train,True
806,train,True
807,train,True
808,train,True
809,train,True
810,train,True
811,train,True
812,train,True
813,train,True
814,train,True
815,train,True
816,train,True
818,train,True
819,train,True
821,train,True
822,train,True
823,train,True
824,train,True
829,train,True
830,train,True
831,train,True
832,train,True
833,train,True
834,train,True
835,train,True
836,train,True
837,train,True
838,train,True
839,train,True
840,train,True
841,train,True
842,train,True
844,train,True
861,train,True
862,train,True
863,train,True
864,train,True
865,train,True
866,train,True
867,train,True
868,train,True
869,train,True
870,train,True
871,train,True
872,train,True
873,train,True
874,train,True
875,train,True
876,train,True
877,train,True
878,train,True
879,train,True
880,train,True
881,train,True
882,train,True
883,train,True
884,train,True
885,train,True
886,train,True
887,train,True
888,train,True
889,train,True
890,train,True
891,train,True
892,train,True
893,train,True
894,train,True
895,train,True
896,train,True
897,train,True
898,train,True
899,train,True
900,train,True
901,train,True
902,train,True
903,train,True
904,train,True
905,train,True
906,train,True
907,train,True
908,train,True
909,train,True
910,train,True
911,train,True
912,train,True
913,train,True
914,train,True
915,train,True
916,train,True
917,train,True
918,train,True
919,train,True
920,train,True
921,train,True
922,train,True
923,train,True
924,train,True
925,train,True
926,train,True
927,train,True
928,train,True
929,train,True
930,train,True
931,train,True
932,train,True
933,train,True
934,train,True
935,train,True
936,train,True
937,train,True
938,train,True
939,train,True
940,train,True
941,train,True
942,train,True
943,train,True
944,train,True
945,train,True
946,train,True
947,train,True
948,train,True
949,train,True
950,train,True
951,train,True
952,train,True
953,train,True
954,train,True
955,train,True
956,train,True
957,train,True
958,train,True
959,train,True
960,train,True
961,train,True
962,train,True
963,train,True
964,train,True
965,train,True
966,train,True
967,train,True
968,train,True
969,train,True
970,train,True
971,train,True
972,train,True
973,train,True
974,train,True
975,train,True
976,train,True
977,train,True
978,train,True
979,train,True
980,train,True
981,train,True
982,train,True
983,train,True
984,train,True
985,train,True
986,train,True
987,train,True
988,train,True
989,train,True
990,train,True
991,train,True
992,train,True
993,train,True
994,train,True
995,train,True
996,train,True
997,train,True
998,train,True
999,train,True
1000,train,True
1001,train,True
1002,train,True
1003,train,True
1004,train,True
1005,train,True
1006,train,True
1007,train,True
1008,train,True
1009,train,True
1010,train,True
1011,train,True
1012,train,True
1013,train,True
1014,train,True
1015,train,True
1016,train,True
1017,train,True
1018,train,True
1019,train,True
1020,train,True
1021,train,True
1022,train,True
1023,train,True
1024,train,True
1025,train,True
1026,train,True
1027,train,True
1028,train,True
1029,train,True
1030,train,True
1031,train,True
1032,train,True
1033,train,True
1034,train,True
1035,train,True
1036,train,True
1037,train,True
1038,train,True
1039,train,True
1040,train,True
1041,train,True
1042,train,True
1043,train,True
1044,train,True
1045,train,True
1046,train,True
1047,train,True
1048,train,True
1049,train,True
1050,train,True
1051,train,True
1052,train,True
1053,train,True
1054,train,True
1055,train,True
1056,train,True
1057,train,True
1058,train,True
1059,train,True
1060,train,True
1061,train,True
1062,train,True
1063,train,True
1064,train,True
1065,train,True
1066,train,True
1067,train,True
1068,train,True
1069,train,True
1070,train,True
1071,train,True
1072,train,True
1073,train,True
1074,train,True
1075,train,True
1076,train,True
1077,train,True
1078,train,True
1079,train,True
1080,train,True
1081,train,True
1082,train,True
1083,train,True
1084,train,True
1085,train,True
1086,train,True
1087,train,True
1088,train,True
1089,train,True
1090,train,True
1091,train,True
1092,train,True
1093,train,True
1094,train,True
1095,train,True
1096,train,True
1097,train,True
1098,train,True
1099,train,True
1100,train,True
1101,train,True
1102,train,True
1103,train,True
1104,train,True
1105,train,True
1106,train,True
1107,train,True
1108,train,True
1109,train,True
1110,train,True
1111,train,True
1112,train,True
1113,train,True
1114,train,True
1115,train,True
1116,train,True
1117,train,True
1118,train,True
1119,train,True
1120,train,True
1121,train,True
1122,train,True
1123,train,True
1124,train,True
1125,train,True
1126,train,True
1127,train,True
1128,train,True
1129,train,True
1130,train,True
1131,train,True
1132,train,True
1133,train,True
1134,train,True
1135,train,True
1136,train,True
1137,train,True
1138,train,True
1139,train,True
1140,train,True
1141,train,True
1142,train,True
1143,train,True
1144,train,True
1145,train,True
1146,train,True
1147,train,True
1148,train,True
1149,train,True
1150,train,True
1151,train,True
1152,train,True
1153,train,True
1154,train,True
1160,train,True
1161,train,True
1164,train,True
1166,train,True
1167,train,True
1169,train,True
1176,train,True
1178,train,True
1181,train,True
1183,train,True
1242,train,True
2,val,True
5,val,True
6,val,True
7,val,True
8,val,True
9,val,True
10,val,True
11,val,True
13,val,True
14,val,True
15,val,True
16,val,True
17,val,True
18,val,True
21,val,True
22,val,True
23,val,True
24,val,True
25,val,True
28,val,True
32,val,True
33,val,True
34,val,True
35,val,True
50,val,True
51,val,True
52,val,True
53,val,True
73,val,True
95,val,True
96,val,True
99,val,True
100,val,True
102,val,True
103,val,True
104,val,True
105,val,True
107,val,True
108,val,True
109,val,True
110,val,True
111,val,True
112,val,True
116,val,True
145,val,True
146,val,True
147,val,True
148,val,True
150,val,True
151,val,True
152,val,True
153,val,True
154,val,True
155,val,True
156,val,True
157,val,True
158,val,True
159,val,True
160,val,True
161,val,True
162,val,True
163,val,True
164,val,True
165,val,True
166,val,True
167,val,True
168,val,True
169,val,True
170,val,True
171,val,True
172,val,True
173,val,True
174,val,True
175,val,True
176,val,True
177,val,True
178,val,True
179,val,True
180,val,True
187,val,True
236,val,True
237,val,True
238,val,True
239,val,True
240,val,True
255,val,True
256,val,True
268,val,True
269,val,True
273,val,True
274,val,True
291,val,True
293,val,True
301,val,True
302,val,True
304,val,True
305,val,True
306,val,True
308,val,True
309,val,True
310,val,True
311,val,True
316,val,True
448,val,True
449,val,True
450,val,True
451,val,True
466,val,True
467,val,True
468,val,True
469,val,True
470,val,True
471,val,True
479,val,True
480,val,True
481,val,True
482,val,True
483,val,True
484,val,True
485,val,True
817,val,True
820,val,True
825,val,True
826,val,True
827,val,True
828,val,True
843,val,True
845,val,True
846,val,True
847,val,True
848,val,True
849,val,True
850,val,True
851,val,True
852,val,True
853,val,True
854,val,True
855,val,True
856,val,True
857,val,True
858,val,True
859,val,True
860,val,True
1156,val,True
1157,val,True
1159,val,True
1162,val,True
1163,val,True
1165,val,True
1168,val,True
1170,val,True
1172,val,True
1173,val,True
1177,val,True
1179,val,True
1180,val,True
1182,val,True
1184,val,True
1185,val,True
1196,val,True
1197,val,True
1205,val,True
1211,val,True
1212,val,True
1213,val,True
1216,val,True
1217,val,True
1221,val,True
1226,val,True
1227,val,True
1230,val,True
1231,val,True
1233,val,True
1234,val,True
1235,val,True
1236,val,True
1237,val,True
1238,val,True
1239,val,True
57,test,True
59,test,True
60,test,True
61,test,True
62,test,True
63,test,True
64,test,True
65,test,True
66,test,True
67,test,True
68,test,True
69,test,True
70,test,True
71,test,True
72,test,True
74,test,True
75,test,True
76,test,True
77,test,True
78,test,True
79,test,True
80,test,True
81,test,True
82,test,True
83,test,True
84,test,True
85,test,True
86,test,True
88,test,True
223,test,True
224,test,True
225,test,True
226,test,True
227,test,True
228,test,True
229,test,True
230,test,True
231,test,True
232,test,True
233,test,True
234,test,True
235,test,True
242,test,True
243,test,True
244,test,True
245,test,True
246,test,True
247,test,True
248,test,True
249,test,True
250,test,True
251,test,True
253,test,True
254,test,True
257,test,True
258,test,True
259,test,True
260,test,True
261,test,True
262,test,True
263,test,True
264,test,True
265,test,True
266,test,True
267,test,True
270,test,True
271,test,True
272,test,True
275,test,True
276,test,True
277,test,True
278,test,True
279,test,True
280,test,True
281,test,True
282,test,True
283,test,True
284,test,True
285,test,True
286,test,True
287,test,True
288,test,True
289,test,True
290,test,True
292,test,True
318,test,True
319,test,True
428,test,True
452,test,True
453,test,True
454,test,True
455,test,True
456,test,True
457,test,True
458,test,True
459,test,True
460,test,True
461,test,True
462,test,True
463,test,True
464,test,True
465,test,True
472,test,True
473,test,True
474,test,True
475,test,True
476,test,True
477,test,True
478,test,True
487,test,True
488,test,True
489,test,True
490,test,True
491,test,True
492,test,True
493,test,True
494,test,True
495,test,True
496,test,True
497,test,True
498,test,True
499,test,True
500,test,True
501,test,True
502,test,True
503,test,True
504,test,True
505,test,True
506,test,True
507,test,True
508,test,True
509,test,True
510,test,True
511,test,True
512,test,True
513,test,True
514,test,True
515,test,True
516,test,True
517,test,True
518,test,True
519,test,True
761,test,True
762,test,True
763,test,True
764,test,True
765,test,True
766,test,True
767,test,True
769,test,True
770,test,True
771,test,True
1186,test,True
1187,test,True
1188,test,True
1189,test,True
1190,test,True
1191,test,True
1192,test,True
1193,test,True
1194,test,True
1198,test,True
1199,test,True
1201,test,True
1202,test,True
1203,test,True
1204,test,True
1206,test,True
1207,test,True
1208,test,True
1209,test,True
1210,test,True
1214,test,True
1215,test,True
1218,test,True
1219,test,True
1220,test,True
1222,test,True
1223,test,True
1224,test,True
1225,test,True
1229,test,True
1232,test,True
1240,test,True
1241,test,True
