tile_name,ground_truth_boxes,predicted_boxes,true_positives,false_positives,false_negatives,maximum_true_positive_confidence,maximum_false_positive_confidence
test_0042_r1536_c8122,0,0,0,0,0,0.0,0.0
test_0043_r1536_c8506,0,0,0,0,0,0.0,0.0
test_0044_r1536_c8890,0,0,0,0,0,0.0,0.0
test_0045_r1536_c9274,0,0,0,0,0,0.0,0.0
test_0046_r1536_c9658,0,0,0,0,0,0.0,0.0
test_0047_r1536_c10042,0,0,0,0,0,0.0,0.0
test_0048_r1536_c10426,0,0,0,0,0,0.0,0.0
test_0049_r1536_c10470,0,0,0,0,0,0.0,0.0
test_0050_r1920_c7354,1,0,0,0,1,0.0,0.0
test_0051_r1920_c7738,0,0,0,0,0,0.0,0.0
test_0052_r1920_c8122,0,0,0,0,0,0.0,0.0
test_0053_r1920_c8506,0,0,0,0,0,0.0,0.0
test_0054_r1920_c8890,0,0,0,0,0,0.0,0.0
test_0055_r1920_c9274,0,0,0,0,0,0.0,0.0
test_0056_r1920_c9658,0,0,0,0,0,0.0,0.0
test_0057_r1920_c10042,1,0,0,0,1,0.0,0.0
test_0058_r1920_c10426,0,0,0,0,0,0.0,0.0
test_0059_r1920_c10470,0,0,0,0,0,0.0,0.0
test_0060_r2304_c7354,2,0,0,0,2,0.0,0.0
test_0061_r2304_c7738,0,0,0,0,0,0.0,0.0
test_0062_r2304_c8122,0,0,0,0,0,0.0,0.0
test_0063_r2304_c8506,0,0,0,0,0,0.0,0.0
test_0064_r2304_c8890,0,0,0,0,0,0.0,0.0
test_0065_r2304_c9274,0,0,0,0,0,0.0,0.0
test_0066_r2304_c9658,0,0,0,0,0,0.0,0.0
test_0067_r2304_c10042,2,0,0,0,2,0.0,0.0
test_0068_r2304_c10426,1,0,0,0,1,0.0,0.0
test_0069_r2304_c10470,1,0,0,0,1,0.0,0.0
test_0070_r2688_c7354,0,0,0,0,0,0.0,0.0
test_0071_r2688_c7738,0,0,0,0,0,0.0,0.0
test_0072_r2688_c8122,0,0,0,0,0,0.0,0.0
test_0073_r2688_c8506,0,0,0,0,0,0.0,0.0
test_0074_r2688_c8890,0,0,0,0,0,0.0,0.0
test_0075_r2688_c9274,0,0,0,0,0,0.0,0.0
test_0076_r2688_c9658,0,0,0,0,0,0.0,0.0
test_0077_r2688_c10042,0,0,0,0,0,0.0,0.0
test_0078_r2688_c10426,0,0,0,0,0,0.0,0.0
test_0079_r2688_c10470,0,0,0,0,0,0.0,0.0
test_0080_r3072_c7354,1,0,0,0,1,0.0,0.0
test_0081_r3072_c7738,1,2,0,2,1,0.0,0.20098876953125
test_0082_r3072_c8122,0,1,0,1,0,0.0,0.1062595322728157
test_0083_r3072_c8506,0,0,0,0,0,0.0,0.0
test_0084_r3072_c8890,0,0,0,0,0,0.0,0.0
test_0085_r3072_c9274,0,0,0,0,0,0.0,0.0
test_0086_r3072_c9658,0,0,0,0,0,0.0,0.0
test_0087_r3072_c10042,0,0,0,0,0,0.0,0.0
test_0088_r3072_c10426,0,0,0,0,0,0.0,0.0
test_0089_r3072_c10470,0,0,0,0,0,0.0,0.0
test_0090_r3456_c7354,7,0,0,0,7,0.0,0.0
test_0091_r3456_c7738,1,0,0,0,1,0.0,0.0
test_0092_r3456_c8122,0,0,0,0,0,0.0,0.0
test_0093_r3456_c8506,0,0,0,0,0,0.0,0.0
test_0094_r3456_c8890,0,0,0,0,0,0.0,0.0
test_0095_r3456_c9274,0,0,0,0,0,0.0,0.0
test_0096_r3456_c9658,0,1,0,1,0,0.0,0.11808279156684875
test_0097_r3456_c10042,0,2,0,2,0,0.0,0.12100884318351746
test_0098_r3456_c10426,0,0,0,0,0,0.0,0.0
test_0099_r3456_c10470,0,0,0,0,0,0.0,0.0
test_0100_r3840_c7354,4,0,0,0,4,0.0,0.0
test_0101_r3840_c7738,0,0,0,0,0,0.0,0.0
test_0102_r3840_c8122,1,0,0,0,1,0.0,0.0
test_0103_r3840_c8506,1,0,0,0,1,0.0,0.0
test_0104_r3840_c8890,0,0,0,0,0,0.0,0.0
test_0105_r3840_c9274,0,0,0,0,0,0.0,0.0
test_0106_r3840_c9658,0,0,0,0,0,0.0,0.0
test_0107_r3840_c10042,0,0,0,0,0,0.0,0.0
test_0108_r3840_c10426,0,0,0,0,0,0.0,0.0
test_0109_r3840_c10470,0,0,0,0,0,0.0,0.0
test_0110_r4224_c7354,6,6,3,3,3,0.4052424132823944,0.31139659881591797
test_0111_r4224_c7738,1,4,1,3,0,0.39740559458732605,0.30988961458206177
test_0112_r4224_c8122,0,0,0,0,0,0.0,0.0
test_0113_r4224_c8506,0,0,0,0,0,0.0,0.0
test_0114_r4224_c8890,0,0,0,0,0,0.0,0.0
test_0115_r4224_c9274,0,0,0,0,0,0.0,0.0
test_0116_r4224_c9658,0,0,0,0,0,0.0,0.0
test_0117_r4224_c10042,0,0,0,0,0,0.0,0.0
test_0118_r4224_c10426,0,0,0,0,0,0.0,0.0
test_0119_r4224_c10470,0,0,0,0,0,0.0,0.0
test_0120_r4608_c7354,2,2,0,2,2,0.0,0.1492762565612793
test_0121_r4608_c7738,0,0,0,0,0,0.0,0.0
test_0122_r4608_c8122,0,0,0,0,0,0.0,0.0
test_0123_r4608_c8506,1,0,0,0,1,0.0,0.0
test_0124_r4608_c8890,0,0,0,0,0,0.0,0.0
test_0125_r4608_c9274,0,0,0,0,0,0.0,0.0
test_0126_r4608_c9658,0,0,0,0,0,0.0,0.0
test_0127_r4608_c10042,0,0,0,0,0,0.0,0.0
test_0128_r4608_c10426,0,0,0,0,0,0.0,0.0
test_0129_r4608_c10470,0,0,0,0,0,0.0,0.0
test_0130_r4992_c7354,7,0,0,0,7,0.0,0.0
test_0131_r4992_c7738,2,1,0,1,2,0.0,0.10558762401342392
test_0132_r4992_c8122,0,0,0,0,0,0.0,0.0
test_0133_r4992_c8506,0,0,0,0,0,0.0,0.0
test_0134_r4992_c8890,0,0,0,0,0,0.0,0.0
test_0135_r4992_c9274,0,0,0,0,0,0.0,0.0
test_0136_r4992_c9658,0,0,0,0,0,0.0,0.0
test_0137_r4992_c10042,0,0,0,0,0,0.0,0.0
test_0138_r4992_c10426,1,2,0,2,1,0.0,0.17986997961997986
test_0139_r4992_c10470,1,2,0,2,1,0.0,0.20574840903282166
test_0140_r5376_c7354,9,4,1,3,8,0.233359232544899,0.25876134634017944
test_0141_r5376_c7738,5,0,0,0,5,0.0,0.0
test_0142_r5376_c8122,0,0,0,0,0,0.0,0.0
test_0143_r5376_c8506,0,0,0,0,0,0.0,0.0
test_0144_r5376_c8890,0,0,0,0,0,0.0,0.0
test_0145_r5376_c9274,0,0,0,0,0,0.0,0.0
test_0146_r5376_c9658,0,0,0,0,0,0.0,0.0
test_0147_r5376_c10042,0,0,0,0,0,0.0,0.0
test_0148_r5376_c10426,0,0,0,0,0,0.0,0.0
test_0149_r5376_c10470,0,0,0,0,0,0.0,0.0
test_0150_r5760_c7354,1,1,0,1,1,0.0,0.11689615994691849
test_0151_r5760_c7738,2,1,0,1,2,0.0,0.23794639110565186
test_0152_r5760_c8122,0,0,0,0,0,0.0,0.0
test_0153_r5760_c8506,0,0,0,0,0,0.0,0.0
test_0154_r5760_c8890,0,0,0,0,0,0.0,0.0
test_0155_r5760_c9274,0,0,0,0,0,0.0,0.0
test_0156_r5760_c9658,0,0,0,0,0,0.0,0.0
test_0157_r5760_c10042,0,0,0,0,0,0.0,0.0
test_0158_r5760_c10426,0,2,0,2,0,0.0,0.13951872289180756
test_0159_r5760_c10470,0,1,0,1,0,0.0,0.13001522421836853
test_0160_r6144_c7354,0,2,0,2,0,0.0,0.18035472929477692
test_0161_r6144_c7738,1,1,0,1,1,0.0,0.1528284251689911
test_0162_r6144_c8122,0,0,0,0,0,0.0,0.0
test_0163_r6144_c8506,0,0,0,0,0,0.0,0.0
test_0164_r6144_c8890,0,0,0,0,0,0.0,0.0
test_0165_r6144_c9274,0,0,0,0,0,0.0,0.0
test_0166_r6144_c9658,0,0,0,0,0,0.0,0.0
test_0167_r6144_c10042,0,0,0,0,0,0.0,0.0
test_0168_r6144_c10426,0,1,0,1,0,0.0,0.11821231991052628
test_0169_r6144_c10470,0,1,0,1,0,0.0,0.11234787851572037
test_0170_r6528_c7354,1,0,0,0,1,0.0,0.0
test_0171_r6528_c7738,1,0,0,0,1,0.0,0.0
test_0172_r6528_c8122,0,0,0,0,0,0.0,0.0
test_0173_r6528_c8506,0,2,0,2,0,0.0,0.12695801258087158
test_0174_r6528_c8890,0,1,0,1,0,0.0,0.16345450282096863
test_0175_r6528_c9274,0,0,0,0,0,0.0,0.0
test_0176_r6528_c9658,0,0,0,0,0,0.0,0.0
test_0177_r6528_c10042,0,0,0,0,0,0.0,0.0
test_0178_r6528_c10426,0,0,0,0,0,0.0,0.0
test_0179_r6528_c10470,0,0,0,0,0,0.0,0.0
test_0180_r6912_c7354,2,4,1,3,1,0.12088180333375931,0.3241286277770996
test_0181_r6912_c7738,3,1,1,0,2,0.1186300739645958,0.0
test_0182_r6912_c8122,2,0,0,0,2,0.0,0.0
test_0183_r6912_c8506,3,1,0,1,3,0.0,0.1142885759472847
test_0184_r6912_c8890,6,1,0,1,6,0.0,0.16471029818058014
test_0185_r6912_c9274,0,0,0,0,0,0.0,0.0
test_0186_r6912_c9658,0,0,0,0,0,0.0,0.0
test_0187_r6912_c10042,0,0,0,0,0,0.0,0.0
test_0188_r6912_c10426,0,0,0,0,0,0.0,0.0
test_0189_r6912_c10470,0,0,0,0,0,0.0,0.0
test_0190_r7296_c7354,3,0,0,0,3,0.0,0.0
test_0191_r7296_c7738,3,5,2,3,1,0.13659758865833282,0.11328860372304916
test_0192_r7296_c8122,2,3,1,2,1,0.13714157044887543,0.10642129927873611
test_0193_r7296_c8506,0,0,0,0,0,0.0,0.0
test_0194_r7296_c8890,1,0,0,0,1,0.0,0.0
test_0195_r7296_c9274,5,0,0,0,5,0.0,0.0
test_0196_r7296_c9658,0,0,0,0,0,0.0,0.0
test_0197_r7296_c10042,0,0,0,0,0,0.0,0.0
test_0198_r7296_c10426,1,0,0,0,1,0.0,0.0
test_0199_r7296_c10470,1,0,0,0,1,0.0,0.0
test_0200_r7680_c7354,0,1,0,1,0,0.0,0.18117575347423553
test_0201_r7680_c7738,2,1,1,0,1,0.12268082797527313,0.0
test_0202_r7680_c8122,3,1,1,0,2,0.12762553989887238,0.0
test_0203_r7680_c8506,1,0,0,0,1,0.0,0.0
test_0204_r7680_c8890,1,0,0,0,1,0.0,0.0
test_0205_r7680_c9274,3,0,0,0,3,0.0,0.0
test_0206_r7680_c9658,4,1,0,1,4,0.0,0.11229955404996872
test_0207_r7680_c10042,2,1,0,1,2,0.0,0.10032636672258377
test_0208_r7680_c10426,1,0,0,0,1,0.0,0.0
test_0209_r7680_c10470,1,0,0,0,1,0.0,0.0
test_0210_r8064_c7354,2,2,1,1,1,0.2498619705438614,0.1189209371805191
test_0211_r8064_c7738,2,3,1,2,1,0.2260596752166748,0.20877046883106232
test_0212_r8064_c8122,2,0,0,0,2,0.0,0.0
test_0213_r8064_c8506,1,0,0,0,1,0.0,0.0
test_0214_r8064_c8890,2,0,0,0,2,0.0,0.0
test_0215_r8064_c9274,4,3,1,2,3,0.5117230415344238,0.21847254037857056
test_0216_r8064_c9658,1,5,1,4,0,0.34295061230659485,0.2953680455684662
test_0217_r8064_c10042,2,2,0,2,2,0.0,0.17205306887626648
test_0218_r8064_c10426,1,0,0,0,1,0.0,0.0
test_0219_r8064_c10470,1,0,0,0,1,0.0,0.0
test_0220_r8448_c7354,1,2,1,1,0,0.2997042238712311,0.12138333171606064
test_0221_r8448_c7738,2,2,0,2,2,0.0,0.122864730656147
test_0222_r8448_c8122,4,6,1,5,3,0.159757599234581,0.15856269001960754
test_0223_r8448_c8506,3,2,1,1,2,0.6070770621299744,0.37234771251678467
test_0224_r8448_c8890,0,2,0,2,0,0.0,0.3161201477050781
test_0225_r8448_c9274,0,0,0,0,0,0.0,0.0
test_0226_r8448_c9658,2,0,0,0,2,0.0,0.0
test_0227_r8448_c10042,1,1,0,1,1,0.0,0.17232999205589294
test_0228_r8448_c10426,0,0,0,0,0,0.0,0.0
test_0229_r8448_c10470,0,0,0,0,0,0.0,0.0
test_0230_r8832_c7354,0,0,0,0,0,0.0,0.0
test_0231_r8832_c7738,4,2,1,1,3,0.19550031423568726,0.4032689034938812
test_0232_r8832_c8122,1,0,0,0,1,0.0,0.0
test_0233_r8832_c8506,3,1,0,1,3,0.0,0.16754455864429474
test_0234_r8832_c8890,2,7,1,6,1,0.30242013931274414,0.23080666363239288
test_0235_r8832_c9274,1,10,1,9,0,0.31237101554870605,0.2473558932542801
test_0236_r8832_c9658,3,9,1,8,2,0.25850772857666016,0.3241998553276062
test_0237_r8832_c10042,4,3,2,1,2,0.2596667408943176,0.1868838667869568
test_0238_r8832_c10426,2,2,1,1,1,0.3532925546169281,0.17082412540912628
test_0239_r8832_c10470,2,2,1,1,1,0.30218029022216797,0.17312677204608917
test_0240_r9216_c7354,3,0,0,0,3,0.0,0.0
test_0241_r9216_c7738,4,1,1,0,3,0.2236355096101761,0.0
test_0242_r9216_c8122,3,2,0,2,3,0.0,0.18766391277313232
test_0243_r9216_c8506,0,0,0,0,0,0.0,0.0
test_0244_r9216_c8890,2,7,1,6,1,0.32030025124549866,0.2528391182422638
test_0245_r9216_c9274,3,10,2,8,1,0.4160193204879761,0.32303181290626526
test_0246_r9216_c9658,9,10,4,6,5,0.4362296164035797,0.33622482419013977
test_0247_r9216_c10042,5,4,2,2,3,0.25863298773765564,0.12180797010660172
test_0248_r9216_c10426,2,2,1,1,1,0.455879807472229,0.12062133848667145
test_0249_r9216_c10470,2,3,1,2,1,0.434298574924469,0.21425342559814453
test_0250_r9600_c7354,3,1,0,1,3,0.0,0.14345771074295044
test_0251_r9600_c7738,3,2,1,1,2,0.27790138125419617,0.14635244011878967
test_0252_r9600_c8122,5,5,1,4,4,0.24477583169937134,0.29487326741218567
test_0253_r9600_c8506,1,2,0,2,1,0.0,0.14021427929401398
test_0254_r9600_c8890,1,0,0,0,1,0.0,0.0
test_0255_r9600_c9274,0,0,0,0,0,0.0,0.0
test_0256_r9600_c9658,2,2,1,1,1,0.11863665282726288,0.12635786831378937
test_0257_r9600_c10042,1,1,1,0,0,0.1445818394422531,0.0
test_0258_r9600_c10426,5,5,2,3,3,0.2781689763069153,0.4152466356754303
test_0259_r9600_c10470,5,3,2,1,3,0.29486414790153503,0.37192368507385254
test_0260_r9984_c7354,4,0,0,0,4,0.0,0.0
test_0261_r9984_c7738,4,1,0,1,4,0.0,0.11653444170951843
test_0262_r9984_c8122,5,4,1,3,4,0.2480633705854416,0.20675471425056458
test_0263_r9984_c8506,2,4,0,4,2,0.0,0.25917479395866394
test_0264_r9984_c8890,4,3,1,2,3,0.3362395167350769,0.20144616067409515
test_0265_r9984_c9274,2,3,1,2,1,0.295793741941452,0.261055052280426
test_0266_r9984_c9658,1,0,0,0,1,0.0,0.0
test_0267_r9984_c10042,1,0,0,0,1,0.0,0.0
test_0268_r9984_c10426,4,5,2,3,2,0.14050200581550598,0.37368687987327576
test_0269_r9984_c10470,4,3,2,1,2,0.28959277272224426,0.32851460576057434
test_0270_r10368_c7354,6,1,1,0,5,0.13436917960643768,0.0
test_0271_r10368_c7738,3,1,0,1,3,0.0,0.18361978232860565
test_0272_r10368_c8122,3,4,0,4,3,0.0,0.18838943541049957
test_0273_r10368_c8506,2,1,0,1,2,0.0,0.11855430901050568
test_0274_r10368_c8890,5,0,0,0,5,0.0,0.0
test_0275_r10368_c9274,2,1,0,1,2,0.0,0.11344312131404877
test_0276_r10368_c9658,0,0,0,0,0,0.0,0.0
test_0277_r10368_c10042,0,0,0,0,0,0.0,0.0
test_0278_r10368_c10426,1,3,1,2,0,0.36058565974235535,0.17136134207248688
test_0279_r10368_c10470,2,2,1,1,1,0.414081871509552,0.1783723086118698
test_0280_r10468_c7354,6,2,1,1,5,0.10575981438159943,0.11567037552595139
test_0281_r10468_c7738,2,2,0,2,2,0.0,0.11032775044441223
test_0282_r10468_c8122,2,5,0,5,2,0.0,0.3093818426132202
test_0283_r10468_c8506,0,1,0,1,0,0.0,0.13386251032352448
test_0284_r10468_c8890,3,0,0,0,3,0.0,0.0
test_0285_r10468_c9274,2,1,0,1,2,0.0,0.1401999592781067
test_0286_r10468_c9658,1,2,0,2,1,0.0,0.14615435898303986
test_0287_r10468_c10042,0,1,0,1,0,0.0,0.13236486911773682
test_0288_r10468_c10426,1,2,1,1,0,0.34412890672683716,0.16101036965847015
test_0289_r10468_c10470,2,2,1,1,1,0.35441842675209045,0.2840828001499176
