pipeline,tile_name,split,row_start,col_start,same_split_partial_tells,same_split_labelable_tells,other_split_tells,excluded_boundary_tells,partial_contamination,cross_split_contamination,excluded_boundary_contamination,any_unlabelled_tell,max_same_split_visible_fraction,max_any_visible_fraction,same_split_partial_ids,other_split_ids,excluded_boundary_ids
512,train_0322_r7680_c768,train,7680,768,0,0,0,0,False,False,False,False,,,,,
512,train_0332_r7680_c4608,train,7680,4608,0,0,0,0,False,False,False,False,,,,,
512,train_0333_r7680_c4992,train,7680,4992,0,0,0,0,False,False,False,False,,,,,
512,train_0334_r7680_c5376,train,7680,5376,0,0,0,0,False,False,False,False,,,,,
512,train_0335_r7680_c5710,train,7680,5710,0,0,0,0,False,False,False,False,,,,,
512,train_0337_r8064_c384,train,8064,384,0,0,0,0,False,False,False,False,,,,,
512,train_0338_r8064_c768,train,8064,768,0,0,0,0,False,False,False,False,,,,,
512,train_0340_r8064_c1536,train,8064,1536,0,0,0,0,False,False,False,False,,,,,
512,train_0341_r8064_c1920,train,8064,1920,1,0,0,0,True,False,False,True,0.10707689595938094,0.10707689595938094,1143,,
512,train_0342_r8064_c2304,train,8064,2304,1,0,0,0,True,False,False,True,0.10707689595938094,0.10707689595938094,1143,,
512,train_0343_r8064_c2688,train,8064,2688,0,0,0,0,False,False,False,False,,,,,
512,train_0346_r8064_c3840,train,8064,3840,0,0,0,0,False,False,False,False,,,,,
512,train_0347_r8064_c4224,train,8064,4224,0,0,0,0,False,False,False,False,,,,,
512,train_0349_r8064_c4992,train,8064,4992,0,0,0,0,False,False,False,False,,,,,
512,train_0353_r8448_c384,train,8448,384,0,0,0,0,False,False,False,False,,,,,
512,train_0354_r8448_c768,train,8448,768,0,0,0,0,False,False,False,False,,,,,
512,train_0355_r8448_c1152,train,8448,1152,0,0,0,0,False,False,False,False,,,,,
512,train_0356_r8448_c1536,train,8448,1536,0,0,0,0,False,False,False,False,,,,,
512,train_0357_r8448_c1920,train,8448,1920,1,0,0,0,True,False,False,True,0.03525495770435538,0.03525495770435538,1443,,
512,train_0358_r8448_c2304,train,8448,2304,0,0,0,0,False,False,False,False,,,,,
512,train_0362_r8448_c3840,train,8448,3840,0,0,0,0,False,False,False,False,,,,,
512,train_0363_r8448_c4224,train,8448,4224,0,0,0,0,False,False,False,False,,,,,
512,train_0369_r8832_c384,train,8832,384,0,0,0,0,False,False,False,False,,,,,
512,train_0371_r8832_c1152,train,8832,1152,0,0,0,0,False,False,False,False,,,,,
512,train_0372_r8832_c1536,train,8832,1536,0,0,0,0,False,False,False,False,,,,,
512,train_0379_r8832_c4224,train,8832,4224,0,0,0,0,False,False,False,False,,,,,
512,train_0382_r8832_c5376,train,8832,5376,0,0,0,0,False,False,False,False,,,,,
512,train_0386_r9216_c768,train,9216,768,0,0,0,0,False,False,False,False,,,,,
512,train_0391_r9216_c2688,train,9216,2688,1,0,0,0,True,False,False,True,0.05862914838266005,0.05862914838266005,170,,
512,train_0402_r9600_c768,train,9600,768,0,0,0,0,False,False,False,False,,,,,
512,train_0414_r9600_c5376,train,9600,5376,1,0,0,0,True,False,False,True,0.3938721876328815,0.3938721876328815,42,,
512,train_0416_r9984_c0,train,9984,0,0,0,0,0,False,False,False,False,,,,,
512,train_0419_r9984_c1152,train,9984,1152,0,0,0,0,False,False,False,False,,,,,
512,train_0420_r9984_c1536,train,9984,1536,1,0,0,0,True,False,False,True,0.26266659253987545,0.26266659253987545,1365,,
512,train_0430_r9984_c5376,train,9984,5376,0,0,0,0,False,False,False,False,,,,,
512,train_0431_r9984_c5710,train,9984,5710,0,0,0,0,False,False,False,False,,,,,
512,train_0432_r10368_c0,train,10368,0,0,0,0,0,False,False,False,False,,,,,
512,train_0433_r10368_c384,train,10368,384,0,0,0,0,False,False,False,False,,,,,
512,train_0441_r10368_c3456,train,10368,3456,1,0,0,0,True,False,False,True,0.3177689722636567,0.3177689722636567,1381,,
512,train_0442_r10368_c3840,train,10368,3840,0,0,0,0,False,False,False,False,,,,,
512,train_0443_r10368_c4224,train,10368,4224,0,0,0,0,False,False,False,False,,,,,
512,train_0448_r10468_c0,train,10468,0,0,0,0,0,False,False,False,False,,,,,
512,train_0449_r10468_c384,train,10468,384,0,0,0,0,False,False,False,False,,,,,
512,train_0458_r10468_c3840,train,10468,3840,0,0,0,0,False,False,False,False,,,,,
512,train_0459_r10468_c4224,train,10468,4224,0,0,0,0,False,False,False,False,,,,,
512,val_0001_r0_c6605,val,0,6605,0,0,0,0,False,False,False,False,,,,,
512,val_0002_r0_c6842,val,0,6842,0,0,0,0,False,False,False,False,,,,,
512,val_0003_r384_c6221,val,384,6221,0,0,0,0,False,False,False,False,,,,,
512,val_0004_r384_c6605,val,384,6605,0,0,0,0,False,False,False,False,,,,,
512,val_0005_r384_c6842,val,384,6842,0,0,0,0,False,False,False,False,,,,,
512,val_0006_r768_c6221,val,768,6221,0,0,0,0,False,False,False,False,,,,,
512,val_0007_r768_c6605,val,768,6605,0,0,0,0,False,False,False,False,,,,,
512,val_0008_r768_c6842,val,768,6842,0,0,0,0,False,False,False,False,,,,,
512,val_0020_r2304_c6842,val,2304,6842,0,0,0,0,False,False,False,False,,,,,
512,val_0031_r3840_c6605,val,3840,6605,0,0,0,0,False,False,False,False,,,,,
512,val_0032_r3840_c6842,val,3840,6842,0,0,0,0,False,False,False,False,,,,,
512,val_0033_r4224_c6221,val,4224,6221,0,0,0,0,False,False,False,False,,,,,
512,val_0035_r4224_c6842,val,4224,6842,1,0,0,0,True,False,False,True,0.22604949729496526,0.22604949729496526,1113,,
512,val_0038_r4608_c6842,val,4608,6842,0,0,0,1,False,False,True,True,,0.8514487211548062,,,18
512,val_0046_r5760_c6605,val,5760,6605,0,0,0,0,False,False,False,False,,,,,
512,val_0047_r5760_c6842,val,5760,6842,0,0,0,0,False,False,False,False,,,,,
512,val_0049_r6144_c6605,val,6144,6605,0,0,0,0,False,False,False,False,,,,,
512,val_0066_r8448_c6221,val,8448,6221,0,0,0,0,False,False,False,False,,,,,
512,val_0069_r8832_c6221,val,8832,6221,0,0,0,0,False,False,False,False,,,,,
512,test_0001_r0_c7737,test,0,7737,1,0,0,0,True,False,False,True,0.4023326944313767,0.4023326944313767,1094,,
512,test_0007_r0_c10041,test,0,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0008_r0_c10425,test,0,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0009_r0_c10470,test,0,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0010_r384_c7353,test,384,7353,0,0,0,0,False,False,False,False,,,,,
512,test_0011_r384_c7737,test,384,7737,0,0,0,0,False,False,False,False,,,,,
512,test_0017_r384_c10041,test,384,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0020_r768_c7353,test,768,7353,0,0,0,0,False,False,False,False,,,,,
512,test_0021_r768_c7737,test,768,7737,0,0,0,0,False,False,False,False,,,,,
512,test_0023_r768_c8505,test,768,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0026_r768_c9657,test,768,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0027_r768_c10041,test,768,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0030_r1152_c7353,test,1152,7353,0,0,0,0,False,False,False,False,,,,,
512,test_0031_r1152_c7737,test,1152,7737,0,0,0,0,False,False,False,False,,,,,
512,test_0032_r1152_c8121,test,1152,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0034_r1152_c8889,test,1152,8889,1,0,0,0,True,False,False,True,0.4398862946233021,0.4398862946233021,1257,,
512,test_0035_r1152_c9273,test,1152,9273,1,0,0,0,True,False,False,True,0.4398862946233021,0.4398862946233021,1257,,
512,test_0036_r1152_c9657,test,1152,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0037_r1152_c10041,test,1152,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0038_r1152_c10425,test,1152,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0039_r1152_c10470,test,1152,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0040_r1536_c7353,test,1536,7353,0,0,0,0,False,False,False,False,,,,,
512,test_0041_r1536_c7737,test,1536,7737,0,0,0,0,False,False,False,False,,,,,
512,test_0042_r1536_c8121,test,1536,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0044_r1536_c8889,test,1536,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0045_r1536_c9273,test,1536,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0046_r1536_c9657,test,1536,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0047_r1536_c10041,test,1536,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0048_r1536_c10425,test,1536,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0049_r1536_c10470,test,1536,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0050_r1920_c7353,test,1920,7353,0,0,0,0,False,False,False,False,,,,,
512,test_0051_r1920_c7737,test,1920,7737,0,0,0,0,False,False,False,False,,,,,
512,test_0052_r1920_c8121,test,1920,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0053_r1920_c8505,test,1920,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0054_r1920_c8889,test,1920,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0055_r1920_c9273,test,1920,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0056_r1920_c9657,test,1920,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0057_r1920_c10041,test,1920,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0058_r1920_c10425,test,1920,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0059_r1920_c10470,test,1920,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0061_r2304_c7737,test,2304,7737,0,0,0,0,False,False,False,False,,,,,
512,test_0062_r2304_c8121,test,2304,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0063_r2304_c8505,test,2304,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0064_r2304_c8889,test,2304,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0065_r2304_c9273,test,2304,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0066_r2304_c9657,test,2304,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0070_r2688_c7353,test,2688,7353,0,0,0,0,False,False,False,False,,,,,
512,test_0072_r2688_c8121,test,2688,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0073_r2688_c8505,test,2688,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0074_r2688_c8889,test,2688,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0075_r2688_c9273,test,2688,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0076_r2688_c9657,test,2688,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0077_r2688_c10041,test,2688,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0078_r2688_c10425,test,2688,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0079_r2688_c10470,test,2688,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0080_r3072_c7353,test,3072,7353,0,0,0,0,False,False,False,False,,,,,
512,test_0082_r3072_c8121,test,3072,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0083_r3072_c8505,test,3072,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0084_r3072_c8889,test,3072,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0086_r3072_c9657,test,3072,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0087_r3072_c10041,test,3072,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0088_r3072_c10425,test,3072,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0089_r3072_c10470,test,3072,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0092_r3456_c8121,test,3456,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0093_r3456_c8505,test,3456,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0094_r3456_c8889,test,3456,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0095_r3456_c9273,test,3456,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0098_r3456_c10425,test,3456,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0099_r3456_c10470,test,3456,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0101_r3840_c7737,test,3840,7737,1,0,0,0,True,False,False,True,0.31227009182483023,0.31227009182483023,1038,,
512,test_0102_r3840_c8121,test,3840,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0103_r3840_c8505,test,3840,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0104_r3840_c8889,test,3840,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0105_r3840_c9273,test,3840,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0108_r3840_c10425,test,3840,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0109_r3840_c10470,test,3840,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0112_r4224_c8121,test,4224,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0113_r4224_c8505,test,4224,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0114_r4224_c8889,test,4224,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0115_r4224_c9273,test,4224,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0116_r4224_c9657,test,4224,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0117_r4224_c10041,test,4224,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0118_r4224_c10425,test,4224,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0119_r4224_c10470,test,4224,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0121_r4608_c7737,test,4608,7737,0,0,0,0,False,False,False,False,,,,,
512,test_0122_r4608_c8121,test,4608,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0123_r4608_c8505,test,4608,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0124_r4608_c8889,test,4608,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0125_r4608_c9273,test,4608,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0126_r4608_c9657,test,4608,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0128_r4608_c10425,test,4608,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0129_r4608_c10470,test,4608,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0131_r4992_c7737,test,4992,7737,0,0,0,0,False,False,False,False,,,,,
512,test_0132_r4992_c8121,test,4992,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0133_r4992_c8505,test,4992,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0134_r4992_c8889,test,4992,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0135_r4992_c9273,test,4992,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0136_r4992_c9657,test,4992,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0137_r4992_c10041,test,4992,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0142_r5376_c8121,test,5376,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0143_r5376_c8505,test,5376,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0144_r5376_c8889,test,5376,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0145_r5376_c9273,test,5376,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0146_r5376_c9657,test,5376,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0147_r5376_c10041,test,5376,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0148_r5376_c10425,test,5376,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0149_r5376_c10470,test,5376,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0152_r5760_c8121,test,5760,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0153_r5760_c8505,test,5760,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0154_r5760_c8889,test,5760,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0155_r5760_c9273,test,5760,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0156_r5760_c9657,test,5760,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0157_r5760_c10041,test,5760,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0158_r5760_c10425,test,5760,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0159_r5760_c10470,test,5760,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0160_r6144_c7353,test,6144,7353,0,0,0,1,False,False,True,True,,0.5476589653157157,,,182
512,test_0162_r6144_c8121,test,6144,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0163_r6144_c8505,test,6144,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0164_r6144_c8889,test,6144,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0165_r6144_c9273,test,6144,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0166_r6144_c9657,test,6144,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0167_r6144_c10041,test,6144,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0168_r6144_c10425,test,6144,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0169_r6144_c10470,test,6144,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0171_r6528_c7737,test,6528,7737,1,0,0,0,True,False,False,True,0.360043222626116,0.360043222626116,646,,
512,test_0172_r6528_c8121,test,6528,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0173_r6528_c8505,test,6528,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0174_r6528_c8889,test,6528,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0175_r6528_c9273,test,6528,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0176_r6528_c9657,test,6528,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0177_r6528_c10041,test,6528,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0178_r6528_c10425,test,6528,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0179_r6528_c10470,test,6528,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0182_r6912_c8121,test,6912,8121,0,0,0,0,False,False,False,False,,,,,
512,test_0185_r6912_c9273,test,6912,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0186_r6912_c9657,test,6912,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0187_r6912_c10041,test,6912,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0188_r6912_c10425,test,6912,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0189_r6912_c10470,test,6912,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0193_r7296_c8505,test,7296,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0196_r7296_c9657,test,7296,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0197_r7296_c10041,test,7296,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0203_r7680_c8505,test,7680,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0204_r7680_c8889,test,7680,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0213_r8064_c8505,test,8064,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0225_r8448_c9273,test,8448,9273,0,0,0,0,False,False,False,False,,,,,
512,test_0226_r8448_c9657,test,8448,9657,0,0,0,0,False,False,False,False,,,,,
512,test_0227_r8448_c10041,test,8448,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0228_r8448_c10425,test,8448,10425,0,0,0,0,False,False,False,False,,,,,
512,test_0229_r8448_c10470,test,8448,10470,0,0,0,0,False,False,False,False,,,,,
512,test_0243_r9216_c8505,test,9216,8505,1,0,0,0,True,False,False,True,0.022783422196903044,0.022783422196903044,812,,
512,test_0253_r9600_c8505,test,9600,8505,1,0,0,0,True,False,False,True,0.3154558941299963,0.3154558941299963,1292,,
512,test_0254_r9600_c8889,test,9600,8889,0,0,0,0,False,False,False,False,,,,,
512,test_0267_r9984_c10041,test,9984,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0276_r10368_c9657,test,10368,9657,2,0,0,0,True,False,False,True,0.14274715657134185,0.14274715657134185,1096;75,,
512,test_0277_r10368_c10041,test,10368,10041,0,0,0,0,False,False,False,False,,,,,
512,test_0283_r10468_c8505,test,10468,8505,0,0,0,0,False,False,False,False,,,,,
512,test_0287_r10468_c10041,test,10468,10041,0,0,0,0,False,False,False,False,,,,,
