pipeline,tile_name,split,row_start,col_start,same_split_partial_tells,same_split_labelable_tells,other_split_tells,excluded_boundary_tells,partial_contamination,cross_split_contamination,excluded_boundary_contamination,any_unlabelled_tell,max_same_split_visible_fraction,max_any_visible_fraction,same_split_partial_ids,other_split_ids,excluded_boundary_ids
320,train_0221_r1920_c3120,train,1920,3120,0,0,0,0,False,False,False,False,,,,,
320,train_0222_r1920_c3360,train,1920,3360,2,0,0,0,True,False,False,True,0.4125875676533494,0.4125875676533494,787;758,,
320,train_0225_r1920_c4080,train,1920,4080,1,0,0,0,True,False,False,True,0.04036799706641384,0.04036799706641384,59,,
320,train_0231_r1920_c5520,train,1920,5520,1,0,0,0,True,False,False,True,0.1468169909509699,0.1468169909509699,277,,
320,train_0234_r2160_c0,train,2160,0,0,0,0,0,False,False,False,False,,,,,
320,train_0241_r2160_c1680,train,2160,1680,0,0,0,0,False,False,False,False,,,,,
320,train_0244_r2160_c2400,train,2160,2400,0,0,0,0,False,False,False,False,,,,,
320,train_0245_r2160_c2640,train,2160,2640,0,0,0,0,False,False,False,False,,,,,
320,train_0248_r2160_c3360,train,2160,3360,0,0,0,0,False,False,False,False,,,,,
320,train_0249_r2160_c3600,train,2160,3600,0,0,0,0,False,False,False,False,,,,,
320,train_0250_r2160_c3840,train,2160,3840,0,0,0,0,False,False,False,False,,,,,
320,train_0251_r2160_c4080,train,2160,4080,0,0,0,0,False,False,False,False,,,,,
320,train_0252_r2160_c4320,train,2160,4320,0,0,0,0,False,False,False,False,,,,,
320,train_0253_r2160_c4560,train,2160,4560,0,0,0,0,False,False,False,False,,,,,
320,train_0254_r2160_c4800,train,2160,4800,0,0,0,0,False,False,False,False,,,,,
320,train_0255_r2160_c5040,train,2160,5040,0,0,0,0,False,False,False,False,,,,,
320,train_0256_r2160_c5280,train,2160,5280,1,0,0,0,True,False,False,True,0.06656644041236642,0.06656644041236642,277,,
320,train_0258_r2160_c5760,train,2160,5760,0,0,0,0,False,False,False,False,,,,,
320,train_0267_r2400_c1680,train,2400,1680,2,0,0,0,True,False,False,True,0.17621107388137655,0.17621107388137655,1097;1179,,
320,train_0269_r2400_c2160,train,2400,2160,0,0,0,0,False,False,False,False,,,,,
320,train_0271_r2400_c2640,train,2400,2640,1,0,0,0,True,False,False,True,0.34090984319723794,0.34090984319723794,89,,
320,train_0276_r2400_c3840,train,2400,3840,0,0,0,0,False,False,False,False,,,,,
320,train_0277_r2400_c4080,train,2400,4080,0,0,0,0,False,False,False,False,,,,,
320,train_0278_r2400_c4320,train,2400,4320,0,0,0,0,False,False,False,False,,,,,
320,train_0281_r2400_c5040,train,2400,5040,0,0,0,0,False,False,False,False,,,,,
320,train_0282_r2400_c5280,train,2400,5280,0,0,0,0,False,False,False,False,,,,,
320,train_0286_r2640_c0,train,2640,0,0,0,0,0,False,False,False,False,,,,,
320,train_0287_r2640_c240,train,2640,240,0,0,0,0,False,False,False,False,,,,,
320,train_0291_r2640_c1200,train,2640,1200,1,0,0,0,True,False,False,True,0.00946376277574912,0.00946376277574912,1448,,
320,train_0292_r2640_c1440,train,2640,1440,2,0,0,0,True,False,False,True,0.2248781678474434,0.2248781678474434,407;1060,,
320,train_0303_r2640_c4080,train,2640,4080,0,0,0,0,False,False,False,False,,,,,
320,train_0307_r2640_c5040,train,2640,5040,1,0,0,0,True,False,False,True,0.33868600867796655,0.33868600867796655,12,,
320,train_0312_r2880_c0,train,2880,0,0,0,0,0,False,False,False,False,,,,,
320,train_0318_r2880_c1440,train,2880,1440,1,0,0,0,True,False,False,True,0.11107535710960381,0.11107535710960381,407,,
320,train_0329_r2880_c4080,train,2880,4080,0,0,0,0,False,False,False,False,,,,,
320,train_0331_r2880_c4560,train,2880,4560,2,0,0,0,True,False,False,True,0.43652182319175487,0.43652182319175487,724;1092,,
320,train_0332_r2880_c4800,train,2880,4800,0,0,0,0,False,False,False,False,,,,,
320,train_0333_r2880_c5040,train,2880,5040,1,0,0,0,True,False,False,True,0.18685879164167543,0.18685879164167543,712,,
320,train_0334_r2880_c5280,train,2880,5280,1,0,0,0,True,False,False,True,0.2269128273050184,0.2269128273050184,712,,
320,train_0344_r3120_c1440,train,3120,1440,0,0,0,0,False,False,False,False,,,,,
320,train_0354_r3120_c3840,train,3120,3840,0,0,0,0,False,False,False,False,,,,,
320,train_0355_r3120_c4080,train,3120,4080,0,0,0,0,False,False,False,False,,,,,
320,train_0358_r3120_c4800,train,3120,4800,0,0,0,0,False,False,False,False,,,,,
320,train_0361_r3120_c5520,train,3120,5520,0,0,0,0,False,False,False,False,,,,,
320,train_0362_r3120_c5760,train,3120,5760,0,0,0,0,False,False,False,False,,,,,
320,train_0363_r3120_c5902,train,3120,5902,0,0,0,0,False,False,False,False,,,,,
320,train_0365_r3360_c240,train,3360,240,1,0,0,0,True,False,False,True,0.2201330992208249,0.2201330992208249,984,,
320,train_0367_r3360_c720,train,3360,720,0,0,0,0,False,False,False,False,,,,,
320,train_0368_r3360_c960,train,3360,960,0,0,0,0,False,False,False,False,,,,,
320,train_0370_r3360_c1440,train,3360,1440,0,0,0,0,False,False,False,False,,,,,
320,train_0371_r3360_c1680,train,3360,1680,0,0,0,0,False,False,False,False,,,,,
320,train_0381_r3360_c4080,train,3360,4080,0,0,0,0,False,False,False,False,,,,,
320,train_0382_r3360_c4320,train,3360,4320,0,0,0,0,False,False,False,False,,,,,
320,train_0385_r3360_c5040,train,3360,5040,0,0,0,0,False,False,False,False,,,,,
320,train_0386_r3360_c5280,train,3360,5280,0,0,0,0,False,False,False,False,,,,,
320,train_0387_r3360_c5520,train,3360,5520,0,0,0,0,False,False,False,False,,,,,
320,train_0388_r3360_c5760,train,3360,5760,0,0,0,0,False,False,False,False,,,,,
320,train_0389_r3360_c5902,train,3360,5902,0,0,0,0,False,False,False,False,,,,,
320,train_0391_r3600_c240,train,3600,240,2,0,0,0,True,False,False,True,0.2201330992208249,0.2201330992208249,1087;984,,
320,train_0397_r3600_c1680,train,3600,1680,0,0,0,0,False,False,False,False,,,,,
320,train_0404_r3600_c3360,train,3600,3360,0,0,0,0,False,False,False,False,,,,,
320,train_0405_r3600_c3600,train,3600,3600,0,0,0,0,False,False,False,False,,,,,
320,train_0406_r3600_c3840,train,3600,3840,0,0,0,0,False,False,False,False,,,,,
320,train_0407_r3600_c4080,train,3600,4080,0,0,0,0,False,False,False,False,,,,,
320,train_0408_r3600_c4320,train,3600,4320,0,0,0,0,False,False,False,False,,,,,
320,train_0411_r3600_c5040,train,3600,5040,1,0,0,0,True,False,False,True,0.49384040077324043,0.49384040077324043,214,,
320,train_0412_r3600_c5280,train,3600,5280,0,0,0,0,False,False,False,False,,,,,
320,train_0413_r3600_c5520,train,3600,5520,0,0,0,0,False,False,False,False,,,,,
320,train_0414_r3600_c5760,train,3600,5760,0,0,0,0,False,False,False,False,,,,,
320,train_0415_r3600_c5902,train,3600,5902,0,0,0,0,False,False,False,False,,,,,
320,train_0416_r3840_c0,train,3840,0,0,0,0,0,False,False,False,False,,,,,
320,train_0418_r3840_c480,train,3840,480,0,0,0,0,False,False,False,False,,,,,
320,train_0419_r3840_c720,train,3840,720,2,0,0,0,True,False,False,True,0.18171602137300588,0.18171602137300588,1070;252,,
320,train_0424_r3840_c1920,train,3840,1920,2,0,0,0,True,False,False,True,0.09833530124664391,0.09833530124664391,1065;1068,,
320,train_0425_r3840_c2160,train,3840,2160,1,0,0,0,True,False,False,True,0.07638054934366935,0.07638054934366935,1068,,
320,train_0426_r3840_c2400,train,3840,2400,0,0,0,0,False,False,False,False,,,,,
320,train_0427_r3840_c2640,train,3840,2640,0,0,0,0,False,False,False,False,,,,,
320,train_0433_r3840_c4080,train,3840,4080,0,0,0,0,False,False,False,False,,,,,
320,train_0434_r3840_c4320,train,3840,4320,0,0,0,0,False,False,False,False,,,,,
320,train_0438_r3840_c5280,train,3840,5280,1,0,0,0,True,False,False,True,0.0014372361873035355,0.0014372361873035355,1316,,
320,train_0439_r3840_c5520,train,3840,5520,0,0,0,0,False,False,False,False,,,,,
320,train_0440_r3840_c5760,train,3840,5760,0,0,0,0,False,False,False,False,,,,,
320,train_0441_r3840_c5902,train,3840,5902,0,0,0,1,False,False,True,True,,0.4174139666998199,,,103
320,train_0443_r4080_c240,train,4080,240,1,0,0,0,True,False,False,True,0.31237051566591634,0.31237051566591634,426,,
320,train_0444_r4080_c480,train,4080,480,0,0,0,0,False,False,False,False,,,,,
320,train_0445_r4080_c720,train,4080,720,0,0,0,0,False,False,False,False,,,,,
320,train_0446_r4080_c960,train,4080,960,0,0,0,0,False,False,False,False,,,,,
320,train_0447_r4080_c1200,train,4080,1200,0,0,0,0,False,False,False,False,,,,,
320,train_0448_r4080_c1440,train,4080,1440,0,0,0,0,False,False,False,False,,,,,
320,train_0462_r4080_c4800,train,4080,4800,0,0,0,0,False,False,False,False,,,,,
320,train_0464_r4080_c5280,train,4080,5280,1,0,0,0,True,False,False,True,0.0014372361873035355,0.0014372361873035355,1316,,
320,train_0465_r4080_c5520,train,4080,5520,0,0,0,0,False,False,False,False,,,,,
320,train_0466_r4080_c5760,train,4080,5760,0,0,0,0,False,False,False,False,,,,,
320,train_0467_r4080_c5902,train,4080,5902,0,0,0,0,False,False,False,False,,,,,
320,train_0471_r4320_c720,train,4320,720,0,0,0,0,False,False,False,False,,,,,
320,train_0472_r4320_c960,train,4320,960,1,0,0,0,True,False,False,True,0.1280014052415876,0.1280014052415876,622,,
320,train_0474_r4320_c1440,train,4320,1440,0,0,0,0,False,False,False,False,,,,,
320,train_0481_r4320_c3120,train,4320,3120,0,0,0,0,False,False,False,False,,,,,
320,train_0492_r4320_c5760,train,4320,5760,1,0,0,0,True,False,False,True,0.019449638306679378,0.019449638306679378,208,,
320,train_0493_r4320_c5902,train,4320,5902,0,0,0,0,False,False,False,False,,,,,
320,train_0495_r4560_c240,train,4560,240,0,0,0,0,False,False,False,False,,,,,
320,train_0496_r4560_c480,train,4560,480,0,0,0,0,False,False,False,False,,,,,
320,train_0501_r4560_c1680,train,4560,1680,0,0,0,0,False,False,False,False,,,,,
320,train_0503_r4560_c2160,train,4560,2160,3,0,0,0,True,False,False,True,0.4317735074438962,0.4317735074438962,228;174;117,,
320,train_0505_r4560_c2640,train,4560,2640,1,0,0,0,True,False,False,True,0.11665413573035233,0.11665413573035233,39,,
320,train_0508_r4560_c3360,train,4560,3360,0,0,0,0,False,False,False,False,,,,,
320,train_0518_r4560_c5760,train,4560,5760,2,0,0,0,True,False,False,True,0.2229508132859481,0.2229508132859481,208;788,,
320,train_0520_r4800_c0,train,4800,0,0,0,0,0,False,False,False,False,,,,,
320,train_0521_r4800_c240,train,4800,240,0,0,0,0,False,False,False,False,,,,,
320,train_0522_r4800_c480,train,4800,480,0,0,0,0,False,False,False,False,,,,,
320,train_0523_r4800_c720,train,4800,720,0,0,0,0,False,False,False,False,,,,,
320,train_0526_r4800_c1440,train,4800,1440,1,0,0,0,True,False,False,True,0.3060343770541841,0.3060343770541841,524,,
320,train_0527_r4800_c1680,train,4800,1680,0,0,0,0,False,False,False,False,,,,,
320,train_0528_r4800_c1920,train,4800,1920,0,0,0,0,False,False,False,False,,,,,
320,train_0531_r4800_c2640,train,4800,2640,1,0,0,0,True,False,False,True,0.426576991280416,0.426576991280416,801,,
320,train_0536_r4800_c3840,train,4800,3840,0,0,0,0,False,False,False,False,,,,,
320,train_0543_r4800_c5520,train,4800,5520,1,0,0,0,True,False,False,True,0.4542603349593831,0.4542603349593831,276,,
320,train_0547_r5040_c240,train,5040,240,0,0,0,0,False,False,False,False,,,,,
320,train_0548_r5040_c480,train,5040,480,0,0,0,0,False,False,False,False,,,,,
320,train_0549_r5040_c720,train,5040,720,0,0,0,0,False,False,False,False,,,,,
320,train_0550_r5040_c960,train,5040,960,1,0,0,0,True,False,False,True,0.49792053120596247,0.49792053120596247,184,,
320,train_0551_r5040_c1200,train,5040,1200,1,0,0,0,True,False,False,True,0.0033537663957706864,0.0033537663957706864,1400,,
320,train_0552_r5040_c1440,train,5040,1440,1,0,0,0,True,False,False,True,0.04560536789737762,0.04560536789737762,1400,,
320,train_0553_r5040_c1680,train,5040,1680,0,0,0,0,False,False,False,False,,,,,
320,train_0554_r5040_c1920,train,5040,1920,0,0,0,0,False,False,False,False,,,,,
320,train_0558_r5040_c2880,train,5040,2880,0,0,0,0,False,False,False,False,,,,,
320,train_0559_r5040_c3120,train,5040,3120,1,0,0,0,True,False,False,True,0.10350694200921376,0.10350694200921376,368,,
320,train_0571_r5040_c5902,train,5040,5902,1,0,0,0,True,False,False,True,0.09220185259976865,0.09220185259976865,373,,
320,train_0573_r5280_c240,train,5280,240,0,0,0,0,False,False,False,False,,,,,
320,train_0574_r5280_c480,train,5280,480,0,0,0,0,False,False,False,False,,,,,
320,train_0575_r5280_c720,train,5280,720,0,0,0,0,False,False,False,False,,,,,
320,train_0576_r5280_c960,train,5280,960,0,0,0,0,False,False,False,False,,,,,
320,train_0577_r5280_c1200,train,5280,1200,1,0,0,0,True,False,False,True,0.23341345880983919,0.23341345880983919,1400,,
320,train_0579_r5280_c1680,train,5280,1680,0,0,0,0,False,False,False,False,,,,,
320,train_0584_r5280_c2880,train,5280,2880,1,0,0,0,True,False,False,True,0.21786360315363068,0.21786360315363068,924,,
320,train_0586_r5280_c3360,train,5280,3360,0,0,0,0,False,False,False,False,,,,,
320,train_0597_r5280_c5902,train,5280,5902,1,0,0,0,True,False,False,True,0.37127691869333057,0.37127691869333057,118,,
320,train_0598_r5520_c0,train,5520,0,0,0,0,0,False,False,False,False,,,,,
320,train_0601_r5520_c720,train,5520,720,0,0,0,0,False,False,False,False,,,,,
320,train_0602_r5520_c960,train,5520,960,0,0,0,0,False,False,False,False,,,,,
320,train_0603_r5520_c1200,train,5520,1200,0,0,0,0,False,False,False,False,,,,,
320,train_0604_r5520_c1440,train,5520,1440,0,0,0,0,False,False,False,False,,,,,
320,train_0605_r5520_c1680,train,5520,1680,0,0,0,0,False,False,False,False,,,,,
320,train_0606_r5520_c1920,train,5520,1920,0,0,0,0,False,False,False,False,,,,,
320,train_0607_r5520_c2160,train,5520,2160,0,0,0,0,False,False,False,False,,,,,
320,train_0613_r5520_c3600,train,5520,3600,0,0,0,0,False,False,False,False,,,,,
320,train_0614_r5520_c3840,train,5520,3840,0,0,0,0,False,False,False,False,,,,,
320,train_0618_r5520_c4800,train,5520,4800,0,0,0,0,False,False,False,False,,,,,
320,train_0622_r5520_c5760,train,5520,5760,1,0,0,0,True,False,False,True,0.2302613177000164,0.2302613177000164,118,,
320,train_0627_r5760_c720,train,5760,720,0,0,0,0,False,False,False,False,,,,,
320,train_0628_r5760_c960,train,5760,960,0,0,0,0,False,False,False,False,,,,,
320,train_0629_r5760_c1200,train,5760,1200,0,0,0,0,False,False,False,False,,,,,
320,train_0630_r5760_c1440,train,5760,1440,0,0,0,0,False,False,False,False,,,,,
320,train_0631_r5760_c1680,train,5760,1680,0,0,0,0,False,False,False,False,,,,,
320,train_0632_r5760_c1920,train,5760,1920,1,0,0,0,True,False,False,True,0.32726662101402965,0.32726662101402965,1012,,
320,train_0634_r5760_c2400,train,5760,2400,1,0,0,0,True,False,False,True,0.08604205820706318,0.08604205820706318,1095,,
320,train_0635_r5760_c2640,train,5760,2640,1,0,0,0,True,False,False,True,0.08604205820706318,0.08604205820706318,1095,,
320,train_0638_r5760_c3360,train,5760,3360,1,0,0,0,True,False,False,True,0.38003295325859254,0.38003295325859254,904,,
320,train_0641_r5760_c4080,train,5760,4080,0,0,0,0,False,False,False,False,,,,,
320,train_0642_r5760_c4320,train,5760,4320,0,0,0,0,False,False,False,False,,,,,
320,train_0651_r6000_c240,train,6000,240,1,0,0,0,True,False,False,True,0.019623469113883008,0.019623469113883008,1447,,
320,train_0652_r6000_c480,train,6000,480,0,0,0,0,False,False,False,False,,,,,
320,train_0653_r6000_c720,train,6000,720,0,0,0,0,False,False,False,False,,,,,
320,train_0654_r6000_c960,train,6000,960,0,0,0,0,False,False,False,False,,,,,
320,train_0656_r6000_c1440,train,6000,1440,1,0,0,0,True,False,False,True,0.03820260764102237,0.03820260764102237,49,,
320,train_0657_r6000_c1680,train,6000,1680,0,0,0,0,False,False,False,False,,,,,
320,train_0658_r6000_c1920,train,6000,1920,0,0,0,0,False,False,False,False,,,,,
320,train_0659_r6000_c2160,train,6000,2160,0,0,0,0,False,False,False,False,,,,,
320,train_0661_r6000_c2640,train,6000,2640,0,0,0,0,False,False,False,False,,,,,
320,train_0665_r6000_c3600,train,6000,3600,1,0,0,0,True,False,False,True,0.036274427551288346,0.036274427551288346,215,,
320,train_0666_r6000_c3840,train,6000,3840,1,0,0,0,True,False,False,True,0.036274427551288346,0.036274427551288346,215,,
320,train_0667_r6000_c4080,train,6000,4080,0,0,0,0,False,False,False,False,,,,,
320,train_0668_r6000_c4320,train,6000,4320,0,0,0,0,False,False,False,False,,,,,
320,train_0669_r6000_c4560,train,6000,4560,1,0,0,0,True,False,False,True,0.07571750202709075,0.07571750202709075,1210,,
320,train_0672_r6000_c5280,train,6000,5280,0,0,0,0,False,False,False,False,,,,,
320,train_0675_r6000_c5902,train,6000,5902,1,0,0,0,True,False,False,True,0.28994442049609687,0.28994442049609687,14,,
320,train_0676_r6240_c0,train,6240,0,1,0,0,0,True,False,False,True,0.08456310586408733,0.08456310586408733,1447,,
320,train_0677_r6240_c240,train,6240,240,0,0,0,0,False,False,False,False,,,,,
320,train_0678_r6240_c480,train,6240,480,0,0,0,0,False,False,False,False,,,,,
320,train_0679_r6240_c720,train,6240,720,0,0,0,0,False,False,False,False,,,,,
320,train_0680_r6240_c960,train,6240,960,0,0,0,0,False,False,False,False,,,,,
320,train_0681_r6240_c1200,train,6240,1200,0,0,0,0,False,False,False,False,,,,,
320,train_0682_r6240_c1440,train,6240,1440,0,0,0,0,False,False,False,False,,,,,
320,train_0683_r6240_c1680,train,6240,1680,0,0,0,0,False,False,False,False,,,,,
320,train_0684_r6240_c1920,train,6240,1920,0,0,0,0,False,False,False,False,,,,,
320,train_0685_r6240_c2160,train,6240,2160,0,0,0,0,False,False,False,False,,,,,
320,train_0691_r6240_c3600,train,6240,3600,0,0,0,0,False,False,False,False,,,,,
320,train_0692_r6240_c3840,train,6240,3840,0,0,0,0,False,False,False,False,,,,,
320,train_0693_r6240_c4080,train,6240,4080,0,0,0,0,False,False,False,False,,,,,
320,train_0694_r6240_c4320,train,6240,4320,0,0,0,0,False,False,False,False,,,,,
320,train_0698_r6240_c5280,train,6240,5280,1,0,0,0,True,False,False,True,0.4981843193088171,0.4981843193088171,1311,,
320,train_0702_r6480_c0,train,6480,0,0,0,0,0,False,False,False,False,,,,,
320,train_0703_r6480_c240,train,6480,240,0,0,0,0,False,False,False,False,,,,,
320,train_0704_r6480_c480,train,6480,480,0,0,0,0,False,False,False,False,,,,,
320,train_0705_r6480_c720,train,6480,720,0,0,0,0,False,False,False,False,,,,,
320,train_0706_r6480_c960,train,6480,960,0,0,0,0,False,False,False,False,,,,,
320,train_0707_r6480_c1200,train,6480,1200,0,0,0,0,False,False,False,False,,,,,
320,train_0708_r6480_c1440,train,6480,1440,0,0,0,0,False,False,False,False,,,,,
320,train_0709_r6480_c1680,train,6480,1680,0,0,0,0,False,False,False,False,,,,,
320,train_0710_r6480_c1920,train,6480,1920,0,0,0,0,False,False,False,False,,,,,
320,train_0711_r6480_c2160,train,6480,2160,0,0,0,0,False,False,False,False,,,,,
320,train_0715_r6480_c3120,train,6480,3120,0,0,0,0,False,False,False,False,,,,,
320,train_0716_r6480_c3360,train,6480,3360,0,0,0,0,False,False,False,False,,,,,
320,train_0717_r6480_c3600,train,6480,3600,0,0,0,0,False,False,False,False,,,,,
320,train_0719_r6480_c4080,train,6480,4080,0,0,0,0,False,False,False,False,,,,,
320,train_0720_r6480_c4320,train,6480,4320,0,0,0,0,False,False,False,False,,,,,
320,train_0721_r6480_c4560,train,6480,4560,0,0,0,0,False,False,False,False,,,,,
320,train_0728_r6720_c0,train,6720,0,0,0,0,0,False,False,False,False,,,,,
320,train_0730_r6720_c480,train,6720,480,0,0,0,0,False,False,False,False,,,,,
320,train_0731_r6720_c720,train,6720,720,0,0,0,0,False,False,False,False,,,,,
320,train_0732_r6720_c960,train,6720,960,0,0,0,0,False,False,False,False,,,,,
320,train_0733_r6720_c1200,train,6720,1200,0,0,0,0,False,False,False,False,,,,,
320,train_0734_r6720_c1440,train,6720,1440,0,0,0,0,False,False,False,False,,,,,
320,train_0737_r6720_c2160,train,6720,2160,0,0,0,0,False,False,False,False,,,,,
320,train_0738_r6720_c2400,train,6720,2400,0,0,0,0,False,False,False,False,,,,,
320,train_0739_r6720_c2640,train,6720,2640,0,0,0,0,False,False,False,False,,,,,
320,train_0740_r6720_c2880,train,6720,2880,0,0,0,0,False,False,False,False,,,,,
320,train_0741_r6720_c3120,train,6720,3120,0,0,0,0,False,False,False,False,,,,,
320,train_0746_r6720_c4320,train,6720,4320,0,0,0,0,False,False,False,False,,,,,
320,train_0747_r6720_c4560,train,6720,4560,0,0,0,0,False,False,False,False,,,,,
320,train_0748_r6720_c4800,train,6720,4800,1,0,0,0,True,False,False,True,0.08747961685818836,0.08747961685818836,709,,
320,train_0750_r6720_c5280,train,6720,5280,0,0,0,0,False,False,False,False,,,,,
320,train_0754_r6960_c0,train,6960,0,0,0,0,0,False,False,False,False,,,,,
320,train_0757_r6960_c720,train,6960,720,0,0,0,0,False,False,False,False,,,,,
320,train_0758_r6960_c960,train,6960,960,0,0,0,0,False,False,False,False,,,,,
320,train_0759_r6960_c1200,train,6960,1200,0,0,0,0,False,False,False,False,,,,,
320,train_0760_r6960_c1440,train,6960,1440,0,0,0,0,False,False,False,False,,,,,
320,train_0761_r6960_c1680,train,6960,1680,2,0,0,0,True,False,False,True,0.18320869768096665,0.18320869768096665,619;216,,
320,train_0765_r6960_c2640,train,6960,2640,0,0,0,0,False,False,False,False,,,,,
320,train_0766_r6960_c2880,train,6960,2880,0,0,0,0,False,False,False,False,,,,,
320,train_0767_r6960_c3120,train,6960,3120,0,0,0,0,False,False,False,False,,,,,
320,train_0768_r6960_c3360,train,6960,3360,0,0,0,0,False,False,False,False,,,,,
