tile_name,split,row_start,col_start,tell_count,polygon_ids,excluded_tell_count,left,bottom,right,top
train_0093_r384_c5568,train,384,5568,0,,0,555640.0,3593610.0,558200.0,3596170.0
train_0094_r384_c5760,train,384,5760,0,,0,557560.0,3593610.0,560120.0,3596170.0
train_0095_r384_c5805,train,384,5805,0,,0,558010.0,3593610.0,560570.0,3596170.0
train_0096_r576_c0,train,576,0,0,,0,499960.0,3591690.0,502520.0,3594250.0
train_0097_r576_c192,train,576,192,3,"915,917,918",0,501880.0,3591690.0,504440.0,3594250.0
train_0098_r576_c384,train,576,384,1,918,0,503800.0,3591690.0,506360.0,3594250.0
train_0099_r576_c576,train,576,576,0,,0,505720.0,3591690.0,508280.0,3594250.0
train_0100_r576_c768,train,576,768,3,"729,730,733",0,507640.0,3591690.0,510200.0,3594250.0
train_0101_r576_c960,train,576,960,0,,0,509560.0,3591690.0,512120.0,3594250.0
train_0102_r576_c1152,train,576,1152,2,"654,913",0,511480.0,3591690.0,514040.0,3594250.0
train_0103_r576_c1344,train,576,1344,3,"654,914,916",0,513400.0,3591690.0,515960.0,3594250.0
train_0104_r576_c1536,train,576,1536,2,"715,914",0,515320.0,3591690.0,517880.0,3594250.0
train_0105_r576_c1728,train,576,1728,2,"715,716",0,517240.0,3591690.0,519800.0,3594250.0
train_0106_r576_c1920,train,576,1920,0,,0,519160.0,3591690.0,521720.0,3594250.0
train_0107_r576_c2112,train,576,2112,2,"727,728",0,521080.0,3591690.0,523640.0,3594250.0
train_0108_r576_c2304,train,576,2304,3,"338,439,728",0,523000.0,3591690.0,525560.0,3594250.0
train_0109_r576_c2496,train,576,2496,2,"342,439",0,524920.0,3591690.0,527480.0,3594250.0
train_0110_r576_c2688,train,576,2688,1,342,0,526840.0,3591690.0,529400.0,3594250.0
train_0111_r576_c2880,train,576,2880,1,360,0,528760.0,3591690.0,531320.0,3594250.0
train_0112_r576_c3072,train,576,3072,1,360,0,530680.0,3591690.0,533240.0,3594250.0
train_0113_r576_c3264,train,576,3264,0,,0,532600.0,3591690.0,535160.0,3594250.0
train_0114_r576_c3456,train,576,3456,4,"369,370,371,372",0,534520.0,3591690.0,537080.0,3594250.0
train_0115_r576_c3648,train,576,3648,3,"370,377,1097",0,536440.0,3591690.0,539000.0,3594250.0
train_0116_r576_c3840,train,576,3840,2,"380,381",0,538360.0,3591690.0,540920.0,3594250.0
train_0117_r576_c4032,train,576,4032,0,,0,540280.0,3591690.0,542840.0,3594250.0
train_0118_r576_c4224,train,576,4224,1,1099,0,542200.0,3591690.0,544760.0,3594250.0
train_0119_r576_c4416,train,576,4416,1,1098,0,544120.0,3591690.0,546680.0,3594250.0
train_0120_r576_c4608,train,576,4608,1,125,0,546040.0,3591690.0,548600.0,3594250.0
train_0121_r576_c4800,train,576,4800,0,,0,547960.0,3591690.0,550520.0,3594250.0
train_0122_r576_c4992,train,576,4992,0,,0,549880.0,3591690.0,552440.0,3594250.0
train_0123_r576_c5184,train,576,5184,0,,0,551800.0,3591690.0,554360.0,3594250.0
train_0124_r576_c5376,train,576,5376,0,,0,553720.0,3591690.0,556280.0,3594250.0
train_0125_r576_c5568,train,576,5568,0,,0,555640.0,3591690.0,558200.0,3594250.0
train_0126_r576_c5760,train,576,5760,0,,0,557560.0,3591690.0,560120.0,3594250.0
train_0127_r576_c5805,train,576,5805,0,,0,558010.0,3591690.0,560570.0,3594250.0
train_0128_r768_c0,train,768,0,0,,0,499960.0,3589770.0,502520.0,3592330.0
train_0129_r768_c192,train,768,192,1,699,0,501880.0,3589770.0,504440.0,3592330.0
train_0130_r768_c384,train,768,384,0,,0,503800.0,3589770.0,506360.0,3592330.0
train_0131_r768_c576,train,768,576,1,647,0,505720.0,3589770.0,508280.0,3592330.0
train_0132_r768_c768,train,768,768,0,,0,507640.0,3589770.0,510200.0,3592330.0
train_0133_r768_c960,train,768,960,0,,0,509560.0,3589770.0,512120.0,3592330.0
train_0134_r768_c1152,train,768,1152,1,913,0,511480.0,3589770.0,514040.0,3592330.0
train_0135_r768_c1344,train,768,1344,1,914,0,513400.0,3589770.0,515960.0,3592330.0
train_0136_r768_c1536,train,768,1536,2,"710,914",0,515320.0,3589770.0,517880.0,3592330.0
train_0137_r768_c1728,train,768,1728,1,717,0,517240.0,3589770.0,519800.0,3592330.0
train_0138_r768_c1920,train,768,1920,0,,0,519160.0,3589770.0,521720.0,3592330.0
train_0139_r768_c2112,train,768,2112,1,728,0,521080.0,3589770.0,523640.0,3592330.0
train_0140_r768_c2304,train,768,2304,3,"336,439,728",0,523000.0,3589770.0,525560.0,3592330.0
train_0141_r768_c2496,train,768,2496,1,439,0,524920.0,3589770.0,527480.0,3592330.0
train_0142_r768_c2688,train,768,2688,0,,0,526840.0,3589770.0,529400.0,3592330.0
train_0143_r768_c2880,train,768,2880,1,1038,0,528760.0,3589770.0,531320.0,3592330.0
train_0144_r768_c3072,train,768,3072,1,1038,0,530680.0,3589770.0,533240.0,3592330.0
train_0145_r768_c3264,train,768,3264,1,364,0,532600.0,3589770.0,535160.0,3592330.0
train_0146_r768_c3456,train,768,3456,1,370,0,534520.0,3589770.0,537080.0,3592330.0
train_0147_r768_c3648,train,768,3648,2,"370,1097",0,536440.0,3589770.0,539000.0,3592330.0
train_0148_r768_c3840,train,768,3840,0,,0,538360.0,3589770.0,540920.0,3592330.0
train_0149_r768_c4032,train,768,4032,0,,0,540280.0,3589770.0,542840.0,3592330.0
train_0150_r768_c4224,train,768,4224,1,366,0,542200.0,3589770.0,544760.0,3592330.0
train_0151_r768_c4416,train,768,4416,3,"366,395,1098",0,544120.0,3589770.0,546680.0,3592330.0
train_0152_r768_c4608,train,768,4608,1,395,0,546040.0,3589770.0,548600.0,3592330.0
train_0153_r768_c4800,train,768,4800,1,126,0,547960.0,3589770.0,550520.0,3592330.0
train_0154_r768_c4992,train,768,4992,2,"126,144",0,549880.0,3589770.0,552440.0,3592330.0
train_0155_r768_c5184,train,768,5184,1,144,0,551800.0,3589770.0,554360.0,3592330.0
train_0156_r768_c5376,train,768,5376,0,,0,553720.0,3589770.0,556280.0,3592330.0
train_0157_r768_c5568,train,768,5568,0,,0,555640.0,3589770.0,558200.0,3592330.0
train_0158_r768_c5760,train,768,5760,0,,0,557560.0,3589770.0,560120.0,3592330.0
train_0159_r768_c5805,train,768,5805,0,,0,558010.0,3589770.0,560570.0,3592330.0
train_0160_r960_c0,train,960,0,0,,0,499960.0,3587850.0,502520.0,3590410.0
train_0161_r960_c192,train,960,192,1,691,0,501880.0,3587850.0,504440.0,3590410.0
train_0162_r960_c384,train,960,384,3,"691,693,694",0,503800.0,3587850.0,506360.0,3590410.0
train_0163_r960_c576,train,960,576,2,"647,695",0,505720.0,3587850.0,508280.0,3590410.0
train_0164_r960_c768,train,960,768,1,649,0,507640.0,3587850.0,510200.0,3590410.0
train_0165_r960_c960,train,960,960,2,"649,652",0,509560.0,3587850.0,512120.0,3590410.0
train_0166_r960_c1152,train,960,1152,2,"652,705",0,511480.0,3587850.0,514040.0,3590410.0
train_0167_r960_c1344,train,960,1344,1,705,0,513400.0,3587850.0,515960.0,3590410.0
train_0168_r960_c1536,train,960,1536,2,"710,975",0,515320.0,3587850.0,517880.0,3590410.0
train_0169_r960_c1728,train,960,1728,2,"974,975",0,517240.0,3587850.0,519800.0,3590410.0
train_0170_r960_c1920,train,960,1920,1,973,0,519160.0,3587850.0,521720.0,3590410.0
train_0171_r960_c2112,train,960,2112,2,"971,972",0,521080.0,3587850.0,523640.0,3590410.0
train_0172_r960_c2304,train,960,2304,1,432,0,523000.0,3587850.0,525560.0,3590410.0
train_0173_r960_c2496,train,960,2496,1,432,0,524920.0,3587850.0,527480.0,3590410.0
train_0174_r960_c2688,train,960,2688,1,1037,0,526840.0,3587850.0,529400.0,3590410.0
train_0175_r960_c2880,train,960,2880,0,,0,528760.0,3587850.0,531320.0,3590410.0
train_0176_r960_c3072,train,960,3072,2,"358,1036",0,530680.0,3587850.0,533240.0,3590410.0
train_0177_r960_c3264,train,960,3264,1,358,0,532600.0,3587850.0,535160.0,3590410.0
train_0178_r960_c3456,train,960,3456,0,,0,534520.0,3587850.0,537080.0,3590410.0
train_0179_r960_c3648,train,960,3648,0,,0,536440.0,3587850.0,539000.0,3590410.0
train_0180_r960_c3840,train,960,3840,0,,0,538360.0,3587850.0,540920.0,3590410.0
train_0181_r960_c4032,train,960,4032,0,,0,540280.0,3587850.0,542840.0,3590410.0
train_0182_r960_c4224,train,960,4224,0,,0,542200.0,3587850.0,544760.0,3590410.0
train_0183_r960_c4416,train,960,4416,1,395,0,544120.0,3587850.0,546680.0,3590410.0
train_0184_r960_c4608,train,960,4608,1,395,0,546040.0,3587850.0,548600.0,3590410.0
train_0185_r960_c4800,train,960,4800,0,,0,547960.0,3587850.0,550520.0,3590410.0
train_0186_r960_c4992,train,960,4992,0,,0,549880.0,3587850.0,552440.0,3590410.0
train_0187_r960_c5184,train,960,5184,1,1152,0,551800.0,3587850.0,554360.0,3590410.0
train_0188_r960_c5376,train,960,5376,1,113,0,553720.0,3587850.0,556280.0,3590410.0
train_0189_r960_c5568,train,960,5568,3,"113,141,142",0,555640.0,3587850.0,558200.0,3590410.0
train_0190_r960_c5760,train,960,5760,1,143,0,557560.0,3587850.0,560120.0,3590410.0
train_0191_r960_c5805,train,960,5805,1,143,0,558010.0,3587850.0,560570.0,3590410.0
train_0192_r1152_c0,train,1152,0,0,,0,499960.0,3585930.0,502520.0,3588490.0
train_0193_r1152_c192,train,1152,192,1,911,0,501880.0,3585930.0,504440.0,3588490.0
train_0194_r1152_c384,train,1152,384,4,"665,693,694,911",0,503800.0,3585930.0,506360.0,3588490.0
train_0195_r1152_c576,train,1152,576,0,,0,505720.0,3585930.0,508280.0,3588490.0
train_0196_r1152_c768,train,1152,768,1,649,0,507640.0,3585930.0,510200.0,3588490.0
train_0197_r1152_c960,train,1152,960,2,"649,652",0,509560.0,3585930.0,512120.0,3588490.0
train_0198_r1152_c1152,train,1152,1152,3,"652,705,912",0,511480.0,3585930.0,514040.0,3588490.0
train_0199_r1152_c1344,train,1152,1344,3,"705,707,709",0,513400.0,3585930.0,515960.0,3588490.0
train_0200_r1152_c1536,train,1152,1536,2,"655,709",0,515320.0,3585930.0,517880.0,3588490.0
train_0201_r1152_c1728,train,1152,1728,0,,0,517240.0,3585930.0,519800.0,3588490.0
train_0202_r1152_c1920,train,1152,1920,2,"723,970",0,519160.0,3585930.0,521720.0,3588490.0
train_0203_r1152_c2112,train,1152,2112,5,"723,724,969,971,972",0,521080.0,3585930.0,523640.0,3588490.0
train_0204_r1152_c2304,train,1152,2304,1,971,0,523000.0,3585930.0,525560.0,3588490.0
train_0205_r1152_c2496,train,1152,2496,2,"433,968",0,524920.0,3585930.0,527480.0,3588490.0
train_0206_r1152_c2688,train,1152,2688,3,"434,435,1037",0,526840.0,3585930.0,529400.0,3588490.0
train_0207_r1152_c2880,train,1152,2880,1,1034,0,528760.0,3585930.0,531320.0,3588490.0
train_0208_r1152_c3072,train,1152,3072,3,"1033,1034,1036",0,530680.0,3585930.0,533240.0,3588490.0
train_0209_r1152_c3264,train,1152,3264,1,1035,0,532600.0,3585930.0,535160.0,3588490.0
train_0210_r1152_c3456,train,1152,3456,1,1032,0,534520.0,3585930.0,537080.0,3588490.0
train_0211_r1152_c3648,train,1152,3648,3,"350,1095,1096",0,536440.0,3585930.0,539000.0,3588490.0
train_0212_r1152_c3840,train,1152,3840,1,1095,0,538360.0,3585930.0,540920.0,3588490.0
train_0213_r1152_c4032,train,1152,4032,0,,0,540280.0,3585930.0,542840.0,3588490.0
train_0214_r1152_c4224,train,1152,4224,0,,0,542200.0,3585930.0,544760.0,3588490.0
train_0215_r1152_c4416,train,1152,4416,0,,0,544120.0,3585930.0,546680.0,3588490.0
train_0216_r1152_c4608,train,1152,4608,0,,0,546040.0,3585930.0,548600.0,3588490.0
train_0217_r1152_c4800,train,1152,4800,3,"124,1150,1151",0,547960.0,3585930.0,550520.0,3588490.0
train_0218_r1152_c4992,train,1152,4992,2,"135,1150",0,549880.0,3585930.0,552440.0,3588490.0
train_0219_r1152_c5184,train,1152,5184,2,"137,138",0,551800.0,3585930.0,554360.0,3588490.0
train_0220_r1152_c5376,train,1152,5376,3,"138,139,140",0,553720.0,3585930.0,556280.0,3588490.0
train_0221_r1152_c5568,train,1152,5568,1,139,0,555640.0,3585930.0,558200.0,3588490.0
train_0222_r1152_c5760,train,1152,5760,0,,0,557560.0,3585930.0,560120.0,3588490.0
train_0223_r1152_c5805,train,1152,5805,1,1183,0,558010.0,3585930.0,560570.0,3588490.0
train_0224_r1344_c0,train,1344,0,3,"685,686,687",0,499960.0,3584010.0,502520.0,3586570.0
train_0225_r1344_c192,train,1344,192,0,,0,501880.0,3584010.0,504440.0,3586570.0
train_0226_r1344_c384,train,1344,384,1,910,0,503800.0,3584010.0,506360.0,3586570.0
train_0227_r1344_c576,train,1344,576,0,,0,505720.0,3584010.0,508280.0,3586570.0
train_0228_r1344_c768,train,1344,768,1,909,0,507640.0,3584010.0,510200.0,3586570.0
train_0229_r1344_c960,train,1344,960,3,"702,703,909",0,509560.0,3584010.0,512120.0,3586570.0
train_0230_r1344_c1152,train,1344,1152,4,"702,703,704,908",0,511480.0,3584010.0,514040.0,3586570.0
train_0231_r1344_c1344,train,1344,1344,4,"706,708,709,908",0,513400.0,3584010.0,515960.0,3586570.0
train_0232_r1344_c1536,train,1344,1536,3,"655,708,709",0,515320.0,3584010.0,517880.0,3586570.0
train_0233_r1344_c1728,train,1344,1728,1,713,0,517240.0,3584010.0,519800.0,3586570.0
train_0234_r1344_c1920,train,1344,1920,4,"713,722,723,967",0,519160.0,3584010.0,521720.0,3586570.0
train_0235_r1344_c2112,train,1344,2112,3,"723,724,969",0,521080.0,3584010.0,523640.0,3586570.0
train_0236_r1344_c2304,train,1344,2304,1,320,0,523000.0,3584010.0,525560.0,3586570.0
train_0237_r1344_c2496,train,1344,2496,1,968,0,524920.0,3584010.0,527480.0,3586570.0
train_0238_r1344_c2688,train,1344,2688,3,"434,435,1031",0,526840.0,3584010.0,529400.0,3586570.0
train_0239_r1344_c2880,train,1344,2880,0,,0,528760.0,3584010.0,531320.0,3586570.0
train_0240_r1344_c3072,train,1344,3072,1,1030,0,530680.0,3584010.0,533240.0,3586570.0
train_0241_r1344_c3264,train,1344,3264,0,,0,532600.0,3584010.0,535160.0,3586570.0
train_0242_r1344_c3456,train,1344,3456,1,1093,0,534520.0,3584010.0,537080.0,3586570.0
train_0243_r1344_c3648,train,1344,3648,4,"1092,1093,1094,1095",0,536440.0,3584010.0,539000.0,3586570.0
train_0244_r1344_c3840,train,1344,3840,1,1095,0,538360.0,3584010.0,540920.0,3586570.0
train_0245_r1344_c4032,train,1344,4032,0,,0,540280.0,3584010.0,542840.0,3586570.0
train_0246_r1344_c4224,train,1344,4224,1,446,0,542200.0,3584010.0,544760.0,3586570.0
train_0247_r1344_c4416,train,1344,4416,1,390,0,544120.0,3584010.0,546680.0,3586570.0
train_0248_r1344_c4608,train,1344,4608,0,,0,546040.0,3584010.0,548600.0,3586570.0
train_0249_r1344_c4800,train,1344,4800,3,"124,1150,1151",0,547960.0,3584010.0,550520.0,3586570.0
train_0250_r1344_c4992,train,1344,4992,1,1150,0,549880.0,3584010.0,552440.0,3586570.0
train_0251_r1344_c5184,train,1344,5184,1,137,0,551800.0,3584010.0,554360.0,3586570.0
train_0252_r1344_c5376,train,1344,5376,1,139,0,553720.0,3584010.0,556280.0,3586570.0
train_0253_r1344_c5568,train,1344,5568,2,"139,1148",0,555640.0,3584010.0,558200.0,3586570.0
train_0254_r1344_c5760,train,1344,5760,3,"182,1149,1181",0,557560.0,3584010.0,560120.0,3586570.0
train_0255_r1344_c5805,train,1344,5805,4,"182,1149,1181,1183",0,558010.0,3584010.0,560570.0,3586570.0
train_0256_r1536_c0,train,1536,0,4,"684,685,686,687",0,499960.0,3582090.0,502520.0,3584650.0
train_0257_r1536_c192,train,1536,192,3,"688,689,690",0,501880.0,3582090.0,504440.0,3584650.0
train_0258_r1536_c384,train,1536,384,0,,0,503800.0,3582090.0,506360.0,3584650.0
train_0259_r1536_c576,train,1536,576,1,651,0,505720.0,3582090.0,508280.0,3584650.0
train_0260_r1536_c768,train,1536,768,1,907,0,507640.0,3582090.0,510200.0,3584650.0
train_0261_r1536_c960,train,1536,960,3,"650,701,907",0,509560.0,3582090.0,512120.0,3584650.0
train_0262_r1536_c1152,train,1536,1152,1,701,0,511480.0,3582090.0,514040.0,3584650.0
train_0263_r1536_c1344,train,1536,1344,2,"706,906",0,513400.0,3582090.0,515960.0,3584650.0
train_0264_r1536_c1536,train,1536,1536,2,"659,906",0,515320.0,3582090.0,517880.0,3584650.0
train_0265_r1536_c1728,train,1536,1728,3,"659,711,712",0,517240.0,3582090.0,519800.0,3584650.0
train_0266_r1536_c1920,train,1536,1920,0,,0,519160.0,3582090.0,521720.0,3584650.0
train_0267_r1536_c2112,train,1536,2112,0,,0,521080.0,3582090.0,523640.0,3584650.0
train_0268_r1536_c2304,train,1536,2304,0,,0,523000.0,3582090.0,525560.0,3584650.0
train_0269_r1536_c2496,train,1536,2496,1,334,0,524920.0,3582090.0,527480.0,3584650.0
train_0270_r1536_c2688,train,1536,2688,2,"334,396",0,526840.0,3582090.0,529400.0,3584650.0
train_0271_r1536_c2880,train,1536,2880,2,"396,1029",0,528760.0,3582090.0,531320.0,3584650.0
train_0272_r1536_c3072,train,1536,3072,1,357,0,530680.0,3582090.0,533240.0,3584650.0
train_0273_r1536_c3264,train,1536,3264,0,,0,532600.0,3582090.0,535160.0,3584650.0
train_0274_r1536_c3456,train,1536,3456,0,,0,534520.0,3582090.0,537080.0,3584650.0
train_0275_r1536_c3648,train,1536,3648,0,,0,536440.0,3582090.0,539000.0,3584650.0
train_0276_r1536_c3840,train,1536,3840,0,,0,538360.0,3582090.0,540920.0,3584650.0
train_0277_r1536_c4032,train,1536,4032,1,388,0,540280.0,3582090.0,542840.0,3584650.0
train_0278_r1536_c4224,train,1536,4224,1,446,0,542200.0,3582090.0,544760.0,3584650.0
train_0279_r1536_c4416,train,1536,4416,3,"390,391,447",0,544120.0,3582090.0,546680.0,3584650.0
train_0280_r1536_c4608,train,1536,4608,1,391,0,546040.0,3582090.0,548600.0,3584650.0
train_0281_r1536_c4800,train,1536,4800,1,123,0,547960.0,3582090.0,550520.0,3584650.0
train_0282_r1536_c4992,train,1536,4992,1,1147,0,549880.0,3582090.0,552440.0,3584650.0
