tile_name,split,row_start,col_start,tell_count,left,bottom,right,top
train_0138_r1200_c1920,train,1200,1920,7,519160.0,3584810.0,522360.0,3588010.0
train_0139_r1200_c2160,train,1200,2160,2,521560.0,3584810.0,524760.0,3588010.0
train_0140_r1200_c2400,train,1200,2400,1,523960.0,3584810.0,527160.0,3588010.0
train_0141_r1200_c2640,train,1200,2640,3,526360.0,3584810.0,529560.0,3588010.0
train_0142_r1200_c2880,train,1200,2880,8,528760.0,3584810.0,531960.0,3588010.0
train_0143_r1200_c3120,train,1200,3120,7,531160.0,3584810.0,534360.0,3588010.0
train_0144_r1200_c3360,train,1200,3360,3,533560.0,3584810.0,536760.0,3588010.0
train_0145_r1200_c3600,train,1200,3600,7,535960.0,3584810.0,539160.0,3588010.0
train_0146_r1200_c3840,train,1200,3840,1,538360.0,3584810.0,541560.0,3588010.0
train_0147_r1200_c4080,train,1200,4080,4,540760.0,3584810.0,543960.0,3588010.0
train_0148_r1200_c4320,train,1200,4320,4,543160.0,3584810.0,546360.0,3588010.0
train_0149_r1200_c4560,train,1200,4560,0,545560.0,3584810.0,548760.0,3588010.0
train_0150_r1200_c4800,train,1200,4800,1,547960.0,3584810.0,551160.0,3588010.0
train_0151_r1200_c5040,train,1200,5040,2,550360.0,3584810.0,553560.0,3588010.0
train_0152_r1200_c5280,train,1200,5280,4,552760.0,3584810.0,555960.0,3588010.0
train_0153_r1200_c5520,train,1200,5520,4,555160.0,3584810.0,558360.0,3588010.0
train_0154_r1200_c5760,train,1200,5760,4,557560.0,3584810.0,560760.0,3588010.0
train_0155_r1200_c5902,train,1200,5902,2,558980.0,3584810.0,562180.0,3588010.0
train_0156_r1440_c0,train,1440,0,3,499960.0,3582410.0,503160.0,3585610.0
train_0157_r1440_c240,train,1440,240,4,502360.0,3582410.0,505560.0,3585610.0
train_0158_r1440_c480,train,1440,480,5,504760.0,3582410.0,507960.0,3585610.0
train_0159_r1440_c720,train,1440,720,3,507160.0,3582410.0,510360.0,3585610.0
train_0160_r1440_c960,train,1440,960,7,509560.0,3582410.0,512760.0,3585610.0
train_0161_r1440_c1200,train,1440,1200,3,511960.0,3582410.0,515160.0,3585610.0
train_0162_r1440_c1440,train,1440,1440,1,514360.0,3582410.0,517560.0,3585610.0
train_0163_r1440_c1680,train,1440,1680,3,516760.0,3582410.0,519960.0,3585610.0
train_0164_r1440_c1920,train,1440,1920,4,519160.0,3582410.0,522360.0,3585610.0
train_0165_r1440_c2160,train,1440,2160,0,521560.0,3582410.0,524760.0,3585610.0
train_0166_r1440_c2400,train,1440,2400,0,523960.0,3582410.0,527160.0,3585610.0
train_0167_r1440_c2640,train,1440,2640,0,526360.0,3582410.0,529560.0,3585610.0
train_0168_r1440_c2880,train,1440,2880,1,528760.0,3582410.0,531960.0,3585610.0
train_0169_r1440_c3120,train,1440,3120,1,531160.0,3582410.0,534360.0,3585610.0
train_0170_r1440_c3360,train,1440,3360,1,533560.0,3582410.0,536760.0,3585610.0
train_0171_r1440_c3600,train,1440,3600,3,535960.0,3582410.0,539160.0,3585610.0
train_0172_r1440_c3840,train,1440,3840,2,538360.0,3582410.0,541560.0,3585610.0
train_0173_r1440_c4080,train,1440,4080,5,540760.0,3582410.0,543960.0,3585610.0
train_0174_r1440_c4320,train,1440,4320,9,543160.0,3582410.0,546360.0,3585610.0
train_0175_r1440_c4560,train,1440,4560,4,545560.0,3582410.0,548760.0,3585610.0
train_0176_r1440_c4800,train,1440,4800,0,547960.0,3582410.0,551160.0,3585610.0
train_0177_r1440_c5040,train,1440,5040,1,550360.0,3582410.0,553560.0,3585610.0
train_0178_r1440_c5280,train,1440,5280,0,552760.0,3582410.0,555960.0,3585610.0
train_0179_r1440_c5520,train,1440,5520,2,555160.0,3582410.0,558360.0,3585610.0
train_0180_r1440_c5760,train,1440,5760,5,557560.0,3582410.0,560760.0,3585610.0
train_0181_r1440_c5902,train,1440,5902,3,558980.0,3582410.0,562180.0,3585610.0
train_0182_r1680_c0,train,1680,0,2,499960.0,3580010.0,503160.0,3583210.0
train_0183_r1680_c240,train,1680,240,3,502360.0,3580010.0,505560.0,3583210.0
train_0184_r1680_c480,train,1680,480,2,504760.0,3580010.0,507960.0,3583210.0
train_0185_r1680_c720,train,1680,720,2,507160.0,3580010.0,510360.0,3583210.0
train_0186_r1680_c960,train,1680,960,3,509560.0,3580010.0,512760.0,3583210.0
train_0187_r1680_c1200,train,1680,1200,0,511960.0,3580010.0,515160.0,3583210.0
train_0188_r1680_c1440,train,1680,1440,2,514360.0,3580010.0,517560.0,3583210.0
train_0189_r1680_c1680,train,1680,1680,2,516760.0,3580010.0,519960.0,3583210.0
train_0190_r1680_c1920,train,1680,1920,3,519160.0,3580010.0,522360.0,3583210.0
train_0191_r1680_c2160,train,1680,2160,2,521560.0,3580010.0,524760.0,3583210.0
train_0192_r1680_c2400,train,1680,2400,1,523960.0,3580010.0,527160.0,3583210.0
train_0193_r1680_c2640,train,1680,2640,0,526360.0,3580010.0,529560.0,3583210.0
train_0194_r1680_c2880,train,1680,2880,3,528760.0,3580010.0,531960.0,3583210.0
train_0195_r1680_c3120,train,1680,3120,4,531160.0,3580010.0,534360.0,3583210.0
train_0196_r1680_c3360,train,1680,3360,3,533560.0,3580010.0,536760.0,3583210.0
train_0197_r1680_c3600,train,1680,3600,5,535960.0,3580010.0,539160.0,3583210.0
train_0198_r1680_c3840,train,1680,3840,1,538360.0,3580010.0,541560.0,3583210.0
train_0199_r1680_c4080,train,1680,4080,0,540760.0,3580010.0,543960.0,3583210.0
train_0200_r1680_c4320,train,1680,4320,2,543160.0,3580010.0,546360.0,3583210.0
train_0201_r1680_c4560,train,1680,4560,1,545560.0,3580010.0,548760.0,3583210.0
train_0202_r1680_c4800,train,1680,4800,1,547960.0,3580010.0,551160.0,3583210.0
train_0203_r1680_c5040,train,1680,5040,2,550360.0,3580010.0,553560.0,3583210.0
train_0204_r1680_c5280,train,1680,5280,1,552760.0,3580010.0,555960.0,3583210.0
train_0205_r1680_c5520,train,1680,5520,0,555160.0,3580010.0,558360.0,3583210.0
train_0206_r1680_c5760,train,1680,5760,4,557560.0,3580010.0,560760.0,3583210.0
train_0207_r1680_c5902,train,1680,5902,4,558980.0,3580010.0,562180.0,3583210.0
train_0208_r1920_c0,train,1920,0,3,499960.0,3577610.0,503160.0,3580810.0
train_0209_r1920_c240,train,1920,240,3,502360.0,3577610.0,505560.0,3580810.0
train_0210_r1920_c480,train,1920,480,1,504760.0,3577610.0,507960.0,3580810.0
train_0211_r1920_c720,train,1920,720,5,507160.0,3577610.0,510360.0,3580810.0
train_0212_r1920_c960,train,1920,960,2,509560.0,3577610.0,512760.0,3580810.0
train_0213_r1920_c1200,train,1920,1200,6,511960.0,3577610.0,515160.0,3580810.0
train_0214_r1920_c1440,train,1920,1440,8,514360.0,3577610.0,517560.0,3580810.0
train_0215_r1920_c1680,train,1920,1680,0,516760.0,3577610.0,519960.0,3580810.0
train_0216_r1920_c1920,train,1920,1920,1,519160.0,3577610.0,522360.0,3580810.0
train_0217_r1920_c2160,train,1920,2160,1,521560.0,3577610.0,524760.0,3580810.0
train_0218_r1920_c2400,train,1920,2400,0,523960.0,3577610.0,527160.0,3580810.0
train_0219_r1920_c2640,train,1920,2640,0,526360.0,3577610.0,529560.0,3580810.0
train_0220_r1920_c2880,train,1920,2880,0,528760.0,3577610.0,531960.0,3580810.0
train_0221_r1920_c3120,train,1920,3120,0,531160.0,3577610.0,534360.0,3580810.0
train_0222_r1920_c3360,train,1920,3360,0,533560.0,3577610.0,536760.0,3580810.0
train_0223_r1920_c3600,train,1920,3600,3,535960.0,3577610.0,539160.0,3580810.0
train_0224_r1920_c3840,train,1920,3840,2,538360.0,3577610.0,541560.0,3580810.0
train_0225_r1920_c4080,train,1920,4080,0,540760.0,3577610.0,543960.0,3580810.0
train_0226_r1920_c4320,train,1920,4320,1,543160.0,3577610.0,546360.0,3580810.0
train_0227_r1920_c4560,train,1920,4560,1,545560.0,3577610.0,548760.0,3580810.0
train_0228_r1920_c4800,train,1920,4800,1,547960.0,3577610.0,551160.0,3580810.0
train_0229_r1920_c5040,train,1920,5040,1,550360.0,3577610.0,553560.0,3580810.0
train_0230_r1920_c5280,train,1920,5280,1,552760.0,3577610.0,555960.0,3580810.0
train_0231_r1920_c5520,train,1920,5520,0,555160.0,3577610.0,558360.0,3580810.0
train_0232_r1920_c5760,train,1920,5760,3,557560.0,3577610.0,560760.0,3580810.0
train_0233_r1920_c5902,train,1920,5902,3,558980.0,3577610.0,562180.0,3580810.0
train_0234_r2160_c0,train,2160,0,0,499960.0,3575210.0,503160.0,3578410.0
train_0235_r2160_c240,train,2160,240,1,502360.0,3575210.0,505560.0,3578410.0
train_0236_r2160_c480,train,2160,480,4,504760.0,3575210.0,507960.0,3578410.0
train_0237_r2160_c720,train,2160,720,4,507160.0,3575210.0,510360.0,3578410.0
train_0238_r2160_c960,train,2160,960,7,509560.0,3575210.0,512760.0,3578410.0
train_0239_r2160_c1200,train,2160,1200,9,511960.0,3575210.0,515160.0,3578410.0
train_0240_r2160_c1440,train,2160,1440,2,514360.0,3575210.0,517560.0,3578410.0
train_0241_r2160_c1680,train,2160,1680,0,516760.0,3575210.0,519960.0,3578410.0
train_0242_r2160_c1920,train,2160,1920,2,519160.0,3575210.0,522360.0,3578410.0
train_0243_r2160_c2160,train,2160,2160,1,521560.0,3575210.0,524760.0,3578410.0
train_0244_r2160_c2400,train,2160,2400,0,523960.0,3575210.0,527160.0,3578410.0
train_0245_r2160_c2640,train,2160,2640,0,526360.0,3575210.0,529560.0,3578410.0
train_0246_r2160_c2880,train,2160,2880,1,528760.0,3575210.0,531960.0,3578410.0
train_0247_r2160_c3120,train,2160,3120,2,531160.0,3575210.0,534360.0,3578410.0
train_0248_r2160_c3360,train,2160,3360,0,533560.0,3575210.0,536760.0,3578410.0
train_0249_r2160_c3600,train,2160,3600,0,535960.0,3575210.0,539160.0,3578410.0
train_0250_r2160_c3840,train,2160,3840,0,538360.0,3575210.0,541560.0,3578410.0
train_0251_r2160_c4080,train,2160,4080,0,540760.0,3575210.0,543960.0,3578410.0
train_0252_r2160_c4320,train,2160,4320,0,543160.0,3575210.0,546360.0,3578410.0
train_0253_r2160_c4560,train,2160,4560,0,545560.0,3575210.0,548760.0,3578410.0
train_0254_r2160_c4800,train,2160,4800,0,547960.0,3575210.0,551160.0,3578410.0
train_0255_r2160_c5040,train,2160,5040,0,550360.0,3575210.0,553560.0,3578410.0
train_0256_r2160_c5280,train,2160,5280,0,552760.0,3575210.0,555960.0,3578410.0
train_0257_r2160_c5520,train,2160,5520,2,555160.0,3575210.0,558360.0,3578410.0
train_0258_r2160_c5760,train,2160,5760,0,557560.0,3575210.0,560760.0,3578410.0
train_0259_r2160_c5902,train,2160,5902,1,558980.0,3575210.0,562180.0,3578410.0
train_0260_r2400_c0,train,2400,0,1,499960.0,3572810.0,503160.0,3576010.0
train_0261_r2400_c240,train,2400,240,2,502360.0,3572810.0,505560.0,3576010.0
train_0262_r2400_c480,train,2400,480,3,504760.0,3572810.0,507960.0,3576010.0
train_0263_r2400_c720,train,2400,720,7,507160.0,3572810.0,510360.0,3576010.0
train_0264_r2400_c960,train,2400,960,2,509560.0,3572810.0,512760.0,3576010.0
train_0265_r2400_c1200,train,2400,1200,7,511960.0,3572810.0,515160.0,3576010.0
train_0266_r2400_c1440,train,2400,1440,1,514360.0,3572810.0,517560.0,3576010.0
train_0267_r2400_c1680,train,2400,1680,0,516760.0,3572810.0,519960.0,3576010.0
train_0268_r2400_c1920,train,2400,1920,4,519160.0,3572810.0,522360.0,3576010.0
train_0269_r2400_c2160,train,2400,2160,0,521560.0,3572810.0,524760.0,3576010.0
train_0270_r2400_c2400,train,2400,2400,4,523960.0,3572810.0,527160.0,3576010.0
train_0271_r2400_c2640,train,2400,2640,0,526360.0,3572810.0,529560.0,3576010.0
train_0272_r2400_c2880,train,2400,2880,1,528760.0,3572810.0,531960.0,3576010.0
train_0273_r2400_c3120,train,2400,3120,1,531160.0,3572810.0,534360.0,3576010.0
train_0274_r2400_c3360,train,2400,3360,4,533560.0,3572810.0,536760.0,3576010.0
train_0275_r2400_c3600,train,2400,3600,1,535960.0,3572810.0,539160.0,3576010.0
train_0276_r2400_c3840,train,2400,3840,0,538360.0,3572810.0,541560.0,3576010.0
train_0277_r2400_c4080,train,2400,4080,0,540760.0,3572810.0,543960.0,3576010.0
train_0278_r2400_c4320,train,2400,4320,0,543160.0,3572810.0,546360.0,3576010.0
train_0279_r2400_c4560,train,2400,4560,3,545560.0,3572810.0,548760.0,3576010.0
train_0280_r2400_c4800,train,2400,4800,3,547960.0,3572810.0,551160.0,3576010.0
train_0281_r2400_c5040,train,2400,5040,0,550360.0,3572810.0,553560.0,3576010.0
train_0282_r2400_c5280,train,2400,5280,0,552760.0,3572810.0,555960.0,3576010.0
train_0283_r2400_c5520,train,2400,5520,1,555160.0,3572810.0,558360.0,3576010.0
train_0284_r2400_c5760,train,2400,5760,2,557560.0,3572810.0,560760.0,3576010.0
train_0285_r2400_c5902,train,2400,5902,3,558980.0,3572810.0,562180.0,3576010.0
train_0286_r2640_c0,train,2640,0,0,499960.0,3570410.0,503160.0,3573610.0
train_0287_r2640_c240,train,2640,240,0,502360.0,3570410.0,505560.0,3573610.0
train_0288_r2640_c480,train,2640,480,3,504760.0,3570410.0,507960.0,3573610.0
train_0289_r2640_c720,train,2640,720,2,507160.0,3570410.0,510360.0,3573610.0
train_0290_r2640_c960,train,2640,960,5,509560.0,3570410.0,512760.0,3573610.0
train_0291_r2640_c1200,train,2640,1200,0,511960.0,3570410.0,515160.0,3573610.0
train_0292_r2640_c1440,train,2640,1440,0,514360.0,3570410.0,517560.0,3573610.0
train_0293_r2640_c1680,train,2640,1680,6,516760.0,3570410.0,519960.0,3573610.0
train_0294_r2640_c1920,train,2640,1920,12,519160.0,3570410.0,522360.0,3573610.0
train_0295_r2640_c2160,train,2640,2160,3,521560.0,3570410.0,524760.0,3573610.0
train_0296_r2640_c2400,train,2640,2400,2,523960.0,3570410.0,527160.0,3573610.0
train_0297_r2640_c2640,train,2640,2640,2,526360.0,3570410.0,529560.0,3573610.0
train_0298_r2640_c2880,train,2640,2880,1,528760.0,3570410.0,531960.0,3573610.0
train_0299_r2640_c3120,train,2640,3120,1,531160.0,3570410.0,534360.0,3573610.0
train_0300_r2640_c3360,train,2640,3360,3,533560.0,3570410.0,536760.0,3573610.0
train_0301_r2640_c3600,train,2640,3600,3,535960.0,3570410.0,539160.0,3573610.0
train_0302_r2640_c3840,train,2640,3840,1,538360.0,3570410.0,541560.0,3573610.0
train_0303_r2640_c4080,train,2640,4080,0,540760.0,3570410.0,543960.0,3573610.0
train_0304_r2640_c4320,train,2640,4320,1,543160.0,3570410.0,546360.0,3573610.0
train_0305_r2640_c4560,train,2640,4560,3,545560.0,3570410.0,548760.0,3573610.0
train_0306_r2640_c4800,train,2640,4800,5,547960.0,3570410.0,551160.0,3573610.0
train_0307_r2640_c5040,train,2640,5040,0,550360.0,3570410.0,553560.0,3573610.0
train_0308_r2640_c5280,train,2640,5280,1,552760.0,3570410.0,555960.0,3573610.0
train_0309_r2640_c5520,train,2640,5520,1,555160.0,3570410.0,558360.0,3573610.0
train_0310_r2640_c5760,train,2640,5760,2,557560.0,3570410.0,560760.0,3573610.0
train_0311_r2640_c5902,train,2640,5902,3,558980.0,3570410.0,562180.0,3573610.0
train_0312_r2880_c0,train,2880,0,0,499960.0,3568010.0,503160.0,3571210.0
train_0313_r2880_c240,train,2880,240,5,502360.0,3568010.0,505560.0,3571210.0
train_0314_r2880_c480,train,2880,480,5,504760.0,3568010.0,507960.0,3571210.0
train_0315_r2880_c720,train,2880,720,3,507160.0,3568010.0,510360.0,3571210.0
train_0316_r2880_c960,train,2880,960,2,509560.0,3568010.0,512760.0,3571210.0
train_0317_r2880_c1200,train,2880,1200,1,511960.0,3568010.0,515160.0,3571210.0
