tile_name,split,row_start,col_start,tell_count,left,bottom,right,top
train_0023_r384_c2688,train,384,2688,5,526840.0,3591050.0,531960.0,3596170.0
train_0024_r384_c3072,train,384,3072,5,530680.0,3591050.0,535800.0,3596170.0
train_0025_r384_c3456,train,384,3456,8,534520.0,3591050.0,539640.0,3596170.0
train_0026_r384_c3840,train,384,3840,6,538360.0,3591050.0,543480.0,3596170.0
train_0027_r384_c4224,train,384,4224,7,542200.0,3591050.0,547320.0,3596170.0
train_0028_r384_c4608,train,384,4608,5,546040.0,3591050.0,551160.0,3596170.0
train_0029_r384_c4992,train,384,4992,3,549880.0,3591050.0,555000.0,3596170.0
train_0030_r384_c5376,train,384,5376,1,553720.0,3591050.0,558840.0,3596170.0
train_0031_r384_c5710,train,384,5710,1,557060.0,3591050.0,562180.0,3596170.0
train_0032_r768_c0,train,768,0,6,499960.0,3587210.0,505080.0,3592330.0
train_0033_r768_c384,train,768,384,6,503800.0,3587210.0,508920.0,3592330.0
train_0034_r768_c768,train,768,768,1,507640.0,3587210.0,512760.0,3592330.0
train_0035_r768_c1152,train,768,1152,4,511480.0,3587210.0,516600.0,3592330.0
train_0036_r768_c1536,train,768,1536,8,515320.0,3587210.0,520440.0,3592330.0
train_0037_r768_c1920,train,768,1920,5,519160.0,3587210.0,524280.0,3592330.0
train_0038_r768_c2304,train,768,2304,3,523000.0,3587210.0,528120.0,3592330.0
train_0039_r768_c2688,train,768,2688,10,526840.0,3587210.0,531960.0,3592330.0
train_0040_r768_c3072,train,768,3072,9,530680.0,3587210.0,535800.0,3592330.0
train_0041_r768_c3456,train,768,3456,3,534520.0,3587210.0,539640.0,3592330.0
train_0042_r768_c3840,train,768,3840,0,538360.0,3587210.0,543480.0,3592330.0
train_0043_r768_c4224,train,768,4224,2,542200.0,3587210.0,547320.0,3592330.0
train_0044_r768_c4608,train,768,4608,2,546040.0,3587210.0,551160.0,3592330.0
train_0045_r768_c4992,train,768,4992,4,549880.0,3587210.0,555000.0,3592330.0
train_0046_r768_c5376,train,768,5376,4,553720.0,3587210.0,558840.0,3592330.0
train_0047_r768_c5710,train,768,5710,2,557060.0,3587210.0,562180.0,3592330.0
train_0048_r1152_c0,train,1152,0,4,499960.0,3583370.0,505080.0,3588490.0
train_0049_r1152_c384,train,1152,384,9,503800.0,3583370.0,508920.0,3588490.0
train_0050_r1152_c768,train,1152,768,5,507640.0,3583370.0,512760.0,3588490.0
train_0051_r1152_c1152,train,1152,1152,7,511480.0,3583370.0,516600.0,3588490.0
train_0052_r1152_c1536,train,1152,1536,5,515320.0,3583370.0,520440.0,3588490.0
train_0053_r1152_c1920,train,1152,1920,12,519160.0,3583370.0,524280.0,3588490.0
train_0054_r1152_c2304,train,1152,2304,5,523000.0,3583370.0,528120.0,3588490.0
train_0055_r1152_c2688,train,1152,2688,12,526840.0,3583370.0,531960.0,3588490.0
train_0056_r1152_c3072,train,1152,3072,11,530680.0,3583370.0,535800.0,3588490.0
train_0057_r1152_c3456,train,1152,3456,10,534520.0,3583370.0,539640.0,3588490.0
train_0058_r1152_c3840,train,1152,3840,3,538360.0,3583370.0,543480.0,3588490.0
train_0059_r1152_c4224,train,1152,4224,10,542200.0,3583370.0,547320.0,3588490.0
train_0060_r1152_c4608,train,1152,4608,3,546040.0,3583370.0,551160.0,3588490.0
train_0061_r1152_c4992,train,1152,4992,4,549880.0,3583370.0,555000.0,3588490.0
train_0062_r1152_c5376,train,1152,5376,7,553720.0,3583370.0,558840.0,3588490.0
train_0063_r1152_c5710,train,1152,5710,8,557060.0,3583370.0,562180.0,3588490.0
train_0064_r1536_c0,train,1536,0,9,499960.0,3579530.0,505080.0,3584650.0
train_0065_r1536_c384,train,1536,384,9,503800.0,3579530.0,508920.0,3584650.0
train_0066_r1536_c768,train,1536,768,9,507640.0,3579530.0,512760.0,3584650.0
train_0067_r1536_c1152,train,1536,1152,2,511480.0,3579530.0,516600.0,3584650.0
train_0068_r1536_c1536,train,1536,1536,3,515320.0,3579530.0,520440.0,3584650.0
train_0069_r1536_c1920,train,1536,1920,4,519160.0,3579530.0,524280.0,3584650.0
train_0070_r1536_c2304,train,1536,2304,1,523000.0,3579530.0,528120.0,3584650.0
train_0071_r1536_c2688,train,1536,2688,3,526840.0,3579530.0,531960.0,3584650.0
train_0072_r1536_c3072,train,1536,3072,5,530680.0,3579530.0,535800.0,3584650.0
train_0073_r1536_c3456,train,1536,3456,6,534520.0,3579530.0,539640.0,3584650.0
train_0074_r1536_c3840,train,1536,3840,3,538360.0,3579530.0,543480.0,3584650.0
train_0075_r1536_c4224,train,1536,4224,7,542200.0,3579530.0,547320.0,3584650.0
train_0076_r1536_c4608,train,1536,4608,4,546040.0,3579530.0,551160.0,3584650.0
train_0077_r1536_c4992,train,1536,4992,3,549880.0,3579530.0,555000.0,3584650.0
train_0078_r1536_c5376,train,1536,5376,1,553720.0,3579530.0,558840.0,3584650.0
train_0079_r1536_c5710,train,1536,5710,6,557060.0,3579530.0,562180.0,3584650.0
train_0080_r1920_c0,train,1920,0,7,499960.0,3575690.0,505080.0,3580810.0
train_0081_r1920_c384,train,1920,384,11,503800.0,3575690.0,508920.0,3580810.0
train_0082_r1920_c768,train,1920,768,15,507640.0,3575690.0,512760.0,3580810.0
train_0083_r1920_c1152,train,1920,1152,18,511480.0,3575690.0,516600.0,3580810.0
train_0084_r1920_c1536,train,1920,1536,6,515320.0,3575690.0,520440.0,3580810.0
train_0085_r1920_c1920,train,1920,1920,3,519160.0,3575690.0,524280.0,3580810.0
train_0086_r1920_c2304,train,1920,2304,0,523000.0,3575690.0,528120.0,3580810.0
train_0087_r1920_c2688,train,1920,2688,1,526840.0,3575690.0,531960.0,3580810.0
train_0088_r1920_c3072,train,1920,3072,2,530680.0,3575690.0,535800.0,3580810.0
train_0089_r1920_c3456,train,1920,3456,4,534520.0,3575690.0,539640.0,3580810.0
train_0090_r1920_c3840,train,1920,3840,2,538360.0,3575690.0,543480.0,3580810.0
train_0091_r1920_c4224,train,1920,4224,2,542200.0,3575690.0,547320.0,3580810.0
train_0092_r1920_c4608,train,1920,4608,2,546040.0,3575690.0,551160.0,3580810.0
train_0093_r1920_c4992,train,1920,4992,1,549880.0,3575690.0,555000.0,3580810.0
train_0094_r1920_c5376,train,1920,5376,1,553720.0,3575690.0,558840.0,3580810.0
train_0095_r1920_c5710,train,1920,5710,3,557060.0,3575690.0,562180.0,3580810.0
train_0096_r2304_c0,train,2304,0,2,499960.0,3571850.0,505080.0,3576970.0
train_0097_r2304_c384,train,2304,384,6,503800.0,3571850.0,508920.0,3576970.0
train_0098_r2304_c768,train,2304,768,15,507640.0,3571850.0,512760.0,3576970.0
train_0099_r2304_c1152,train,2304,1152,9,511480.0,3571850.0,516600.0,3576970.0
train_0100_r2304_c1536,train,2304,1536,4,515320.0,3571850.0,520440.0,3576970.0
train_0101_r2304_c1920,train,2304,1920,9,519160.0,3571850.0,524280.0,3576970.0
train_0102_r2304_c2304,train,2304,2304,7,523000.0,3571850.0,528120.0,3576970.0
train_0103_r2304_c2688,train,2304,2688,2,526840.0,3571850.0,531960.0,3576970.0
train_0104_r2304_c3072,train,2304,3072,6,530680.0,3571850.0,535800.0,3576970.0
train_0105_r2304_c3456,train,2304,3456,6,534520.0,3571850.0,539640.0,3576970.0
train_0106_r2304_c3840,train,2304,3840,0,538360.0,3571850.0,543480.0,3576970.0
train_0107_r2304_c4224,train,2304,4224,0,542200.0,3571850.0,547320.0,3576970.0
train_0108_r2304_c4608,train,2304,4608,5,546040.0,3571850.0,551160.0,3576970.0
train_0109_r2304_c4992,train,2304,4992,1,549880.0,3571850.0,555000.0,3576970.0
train_0110_r2304_c5376,train,2304,5376,1,553720.0,3571850.0,558840.0,3576970.0
train_0111_r2304_c5710,train,2304,5710,4,557060.0,3571850.0,562180.0,3576970.0
train_0112_r2688_c0,train,2688,0,4,499960.0,3568010.0,505080.0,3573130.0
train_0113_r2688_c384,train,2688,384,11,503800.0,3568010.0,508920.0,3573130.0
train_0114_r2688_c768,train,2688,768,9,507640.0,3568010.0,512760.0,3573130.0
train_0115_r2688_c1152,train,2688,1152,1,511480.0,3568010.0,516600.0,3573130.0
train_0116_r2688_c1536,train,2688,1536,14,515320.0,3568010.0,520440.0,3573130.0
train_0117_r2688_c1920,train,2688,1920,27,519160.0,3568010.0,524280.0,3573130.0
train_0118_r2688_c2304,train,2688,2304,10,523000.0,3568010.0,528120.0,3573130.0
train_0119_r2688_c2688,train,2688,2688,6,526840.0,3568010.0,531960.0,3573130.0
train_0120_r2688_c3072,train,2688,3072,7,530680.0,3568010.0,535800.0,3573130.0
train_0121_r2688_c3456,train,2688,3456,4,534520.0,3568010.0,539640.0,3573130.0
train_0122_r2688_c3840,train,2688,3840,1,538360.0,3568010.0,543480.0,3573130.0
train_0123_r2688_c4224,train,2688,4224,4,542200.0,3568010.0,547320.0,3573130.0
train_0124_r2688_c4608,train,2688,4608,3,546040.0,3568010.0,551160.0,3573130.0
train_0125_r2688_c4992,train,2688,4992,1,549880.0,3568010.0,555000.0,3573130.0
train_0126_r2688_c5376,train,2688,5376,1,553720.0,3568010.0,558840.0,3573130.0
train_0127_r2688_c5710,train,2688,5710,4,557060.0,3568010.0,562180.0,3573130.0
train_0128_r3072_c0,train,3072,0,5,499960.0,3564170.0,505080.0,3569290.0
train_0129_r3072_c384,train,3072,384,6,503800.0,3564170.0,508920.0,3569290.0
train_0130_r3072_c768,train,3072,768,3,507640.0,3564170.0,512760.0,3569290.0
train_0131_r3072_c1152,train,3072,1152,3,511480.0,3564170.0,516600.0,3569290.0
train_0132_r3072_c1536,train,3072,1536,6,515320.0,3564170.0,520440.0,3569290.0
train_0133_r3072_c1920,train,3072,1920,23,519160.0,3564170.0,524280.0,3569290.0
train_0134_r3072_c2304,train,3072,2304,9,523000.0,3564170.0,528120.0,3569290.0
train_0135_r3072_c2688,train,3072,2688,9,526840.0,3564170.0,531960.0,3569290.0
train_0136_r3072_c3072,train,3072,3072,7,530680.0,3564170.0,535800.0,3569290.0
train_0137_r3072_c3456,train,3072,3456,4,534520.0,3564170.0,539640.0,3569290.0
train_0138_r3072_c3840,train,3072,3840,3,538360.0,3564170.0,543480.0,3569290.0
train_0139_r3072_c4224,train,3072,4224,2,542200.0,3564170.0,547320.0,3569290.0
train_0140_r3072_c4608,train,3072,4608,2,546040.0,3564170.0,551160.0,3569290.0
train_0141_r3072_c4992,train,3072,4992,1,549880.0,3564170.0,555000.0,3569290.0
train_0142_r3072_c5376,train,3072,5376,0,553720.0,3564170.0,558840.0,3569290.0
train_0143_r3072_c5710,train,3072,5710,0,557060.0,3564170.0,562180.0,3569290.0
train_0144_r3456_c0,train,3456,0,2,499960.0,3560330.0,505080.0,3565450.0
train_0145_r3456_c384,train,3456,384,4,503800.0,3560330.0,508920.0,3565450.0
train_0146_r3456_c768,train,3456,768,5,507640.0,3560330.0,512760.0,3565450.0
train_0147_r3456_c1152,train,3456,1152,2,511480.0,3560330.0,516600.0,3565450.0
train_0148_r3456_c1536,train,3456,1536,0,515320.0,3560330.0,520440.0,3565450.0
train_0149_r3456_c1920,train,3456,1920,13,519160.0,3560330.0,524280.0,3565450.0
train_0150_r3456_c2304,train,3456,2304,7,523000.0,3560330.0,528120.0,3565450.0
train_0151_r3456_c2688,train,3456,2688,3,526840.0,3560330.0,531960.0,3565450.0
train_0152_r3456_c3072,train,3456,3072,4,530680.0,3560330.0,535800.0,3565450.0
train_0153_r3456_c3456,train,3456,3456,2,534520.0,3560330.0,539640.0,3565450.0
train_0154_r3456_c3840,train,3456,3840,3,538360.0,3560330.0,543480.0,3565450.0
train_0155_r3456_c4224,train,3456,4224,0,542200.0,3560330.0,547320.0,3565450.0
train_0156_r3456_c4608,train,3456,4608,5,546040.0,3560330.0,551160.0,3565450.0
train_0157_r3456_c4992,train,3456,4992,1,549880.0,3560330.0,555000.0,3565450.0
train_0158_r3456_c5376,train,3456,5376,0,553720.0,3560330.0,558840.0,3565450.0
train_0159_r3456_c5710,train,3456,5710,0,557060.0,3560330.0,562180.0,3565450.0
train_0160_r3840_c0,train,3840,0,2,499960.0,3556490.0,505080.0,3561610.0
train_0161_r3840_c384,train,3840,384,1,503800.0,3556490.0,508920.0,3561610.0
train_0162_r3840_c768,train,3840,768,3,507640.0,3556490.0,512760.0,3561610.0
train_0163_r3840_c1152,train,3840,1152,4,511480.0,3556490.0,516600.0,3561610.0
train_0164_r3840_c1536,train,3840,1536,4,515320.0,3556490.0,520440.0,3561610.0
train_0165_r3840_c1920,train,3840,1920,4,519160.0,3556490.0,524280.0,3561610.0
train_0166_r3840_c2304,train,3840,2304,2,523000.0,3556490.0,528120.0,3561610.0
train_0167_r3840_c2688,train,3840,2688,4,526840.0,3556490.0,531960.0,3561610.0
train_0168_r3840_c3072,train,3840,3072,6,530680.0,3556490.0,535800.0,3561610.0
train_0169_r3840_c3456,train,3840,3456,4,534520.0,3556490.0,539640.0,3561610.0
train_0170_r3840_c3840,train,3840,3840,4,538360.0,3556490.0,543480.0,3561610.0
train_0171_r3840_c4224,train,3840,4224,2,542200.0,3556490.0,547320.0,3561610.0
train_0172_r3840_c4608,train,3840,4608,4,546040.0,3556490.0,551160.0,3561610.0
train_0173_r3840_c4992,train,3840,4992,3,549880.0,3556490.0,555000.0,3561610.0
train_0174_r3840_c5376,train,3840,5376,0,553720.0,3556490.0,558840.0,3561610.0
train_0175_r3840_c5710,train,3840,5710,0,557060.0,3556490.0,562180.0,3561610.0
train_0176_r4224_c0,train,4224,0,3,499960.0,3552650.0,505080.0,3557770.0
train_0177_r4224_c384,train,4224,384,1,503800.0,3552650.0,508920.0,3557770.0
train_0178_r4224_c768,train,4224,768,3,507640.0,3552650.0,512760.0,3557770.0
train_0179_r4224_c1152,train,4224,1152,2,511480.0,3552650.0,516600.0,3557770.0
train_0180_r4224_c1536,train,4224,1536,1,515320.0,3552650.0,520440.0,3557770.0
train_0181_r4224_c1920,train,4224,1920,14,519160.0,3552650.0,524280.0,3557770.0
train_0182_r4224_c2304,train,4224,2304,5,523000.0,3552650.0,528120.0,3557770.0
train_0183_r4224_c2688,train,4224,2688,3,526840.0,3552650.0,531960.0,3557770.0
train_0184_r4224_c3072,train,4224,3072,1,530680.0,3552650.0,535800.0,3557770.0
train_0185_r4224_c3456,train,4224,3456,5,534520.0,3552650.0,539640.0,3557770.0
train_0186_r4224_c3840,train,4224,3840,8,538360.0,3552650.0,543480.0,3557770.0
train_0187_r4224_c4224,train,4224,4224,3,542200.0,3552650.0,547320.0,3557770.0
train_0188_r4224_c4608,train,4224,4608,4,546040.0,3552650.0,551160.0,3557770.0
train_0189_r4224_c4992,train,4224,4992,8,549880.0,3552650.0,555000.0,3557770.0
train_0190_r4224_c5376,train,4224,5376,1,553720.0,3552650.0,558840.0,3557770.0
train_0191_r4224_c5710,train,4224,5710,1,557060.0,3552650.0,562180.0,3557770.0
train_0192_r4608_c0,train,4608,0,1,499960.0,3548810.0,505080.0,3553930.0
train_0193_r4608_c384,train,4608,384,0,503800.0,3548810.0,508920.0,3553930.0
train_0194_r4608_c768,train,4608,768,4,507640.0,3548810.0,512760.0,3553930.0
train_0195_r4608_c1152,train,4608,1152,3,511480.0,3548810.0,516600.0,3553930.0
train_0196_r4608_c1536,train,4608,1536,0,515320.0,3548810.0,520440.0,3553930.0
train_0197_r4608_c1920,train,4608,1920,5,519160.0,3548810.0,524280.0,3553930.0
train_0198_r4608_c2304,train,4608,2304,5,523000.0,3548810.0,528120.0,3553930.0
train_0199_r4608_c2688,train,4608,2688,2,526840.0,3548810.0,531960.0,3553930.0
train_0200_r4608_c3072,train,4608,3072,4,530680.0,3548810.0,535800.0,3553930.0
train_0201_r4608_c3456,train,4608,3456,5,534520.0,3548810.0,539640.0,3553930.0
train_0202_r4608_c3840,train,4608,3840,3,538360.0,3548810.0,543480.0,3553930.0
train_0203_r4608_c4224,train,4608,4224,9,542200.0,3548810.0,547320.0,3553930.0
train_0204_r4608_c4608,train,4608,4608,6,546040.0,3548810.0,551160.0,3553930.0
train_0205_r4608_c4992,train,4608,4992,3,549880.0,3548810.0,555000.0,3553930.0
train_0206_r4608_c5376,train,4608,5376,2,553720.0,3548810.0,558840.0,3553930.0
train_0207_r4608_c5710,train,4608,5710,11,557060.0,3548810.0,562180.0,3553930.0
train_0208_r4992_c0,train,4992,0,2,499960.0,3544970.0,505080.0,3550090.0
train_0209_r4992_c384,train,4992,384,0,503800.0,3544970.0,508920.0,3550090.0
train_0210_r4992_c768,train,4992,768,1,507640.0,3544970.0,512760.0,3550090.0
train_0211_r4992_c1152,train,4992,1152,1,511480.0,3544970.0,516600.0,3550090.0
train_0212_r4992_c1536,train,4992,1536,0,515320.0,3544970.0,520440.0,3550090.0
train_0213_r4992_c1920,train,4992,1920,4,519160.0,3544970.0,524280.0,3550090.0
train_0214_r4992_c2304,train,4992,2304,10,523000.0,3544970.0,528120.0,3550090.0
train_0215_r4992_c2688,train,4992,2688,3,526840.0,3544970.0,531960.0,3550090.0
train_0216_r4992_c3072,train,4992,3072,3,530680.0,3544970.0,535800.0,3550090.0
train_0217_r4992_c3456,train,4992,3456,7,534520.0,3544970.0,539640.0,3550090.0
train_0218_r4992_c3840,train,4992,3840,7,538360.0,3544970.0,543480.0,3550090.0
train_0219_r4992_c4224,train,4992,4224,4,542200.0,3544970.0,547320.0,3550090.0
train_0220_r4992_c4608,train,4992,4608,13,546040.0,3544970.0,551160.0,3550090.0
train_0221_r4992_c4992,train,4992,4992,8,549880.0,3544970.0,555000.0,3550090.0
train_0222_r4992_c5376,train,4992,5376,4,553720.0,3544970.0,558840.0,3550090.0
train_0223_r4992_c5710,train,4992,5710,5,557060.0,3544970.0,562180.0,3550090.0
train_0224_r5376_c0,train,5376,0,1,499960.0,3541130.0,505080.0,3546250.0
train_0225_r5376_c384,train,5376,384,1,503800.0,3541130.0,508920.0,3546250.0
train_0226_r5376_c768,train,5376,768,0,507640.0,3541130.0,512760.0,3546250.0
train_0227_r5376_c1152,train,5376,1152,0,511480.0,3541130.0,516600.0,3546250.0
train_0228_r5376_c1536,train,5376,1536,0,515320.0,3541130.0,520440.0,3546250.0
train_0229_r5376_c1920,train,5376,1920,3,519160.0,3541130.0,524280.0,3546250.0
train_0230_r5376_c2304,train,5376,2304,5,523000.0,3541130.0,528120.0,3546250.0
train_0231_r5376_c2688,train,5376,2688,4,526840.0,3541130.0,531960.0,3546250.0
train_0232_r5376_c3072,train,5376,3072,3,530680.0,3541130.0,535800.0,3546250.0
train_0233_r5376_c3456,train,5376,3456,1,534520.0,3541130.0,539640.0,3546250.0
train_0234_r5376_c3840,train,5376,3840,2,538360.0,3541130.0,543480.0,3546250.0
train_0235_r5376_c4224,train,5376,4224,6,542200.0,3541130.0,547320.0,3546250.0
train_0236_r5376_c4608,train,5376,4608,7,546040.0,3541130.0,551160.0,3546250.0
train_0237_r5376_c4992,train,5376,4992,9,549880.0,3541130.0,555000.0,3546250.0
train_0238_r5376_c5376,train,5376,5376,10,553720.0,3541130.0,558840.0,3546250.0
train_0239_r5376_c5710,train,5376,5710,3,557060.0,3541130.0,562180.0,3546250.0
train_0240_r5760_c0,train,5760,0,5,499960.0,3537290.0,505080.0,3542410.0
train_0241_r5760_c384,train,5760,384,1,503800.0,3537290.0,508920.0,3542410.0
train_0242_r5760_c768,train,5760,768,0,507640.0,3537290.0,512760.0,3542410.0
train_0243_r5760_c1152,train,5760,1152,1,511480.0,3537290.0,516600.0,3542410.0
train_0244_r5760_c1536,train,5760,1536,0,515320.0,3537290.0,520440.0,3542410.0
train_0245_r5760_c1920,train,5760,1920,1,519160.0,3537290.0,524280.0,3542410.0
train_0246_r5760_c2304,train,5760,2304,0,523000.0,3537290.0,528120.0,3542410.0
train_0247_r5760_c2688,train,5760,2688,3,526840.0,3537290.0,531960.0,3542410.0
train_0248_r5760_c3072,train,5760,3072,5,530680.0,3537290.0,535800.0,3542410.0
train_0249_r5760_c3456,train,5760,3456,4,534520.0,3537290.0,539640.0,3542410.0
train_0250_r5760_c3840,train,5760,3840,1,538360.0,3537290.0,543480.0,3542410.0
train_0251_r5760_c4224,train,5760,4224,0,542200.0,3537290.0,547320.0,3542410.0
train_0252_r5760_c4608,train,5760,4608,3,546040.0,3537290.0,551160.0,3542410.0
train_0253_r5760_c4992,train,5760,4992,5,549880.0,3537290.0,555000.0,3542410.0
train_0254_r5760_c5376,train,5760,5376,3,553720.0,3537290.0,558840.0,3542410.0
train_0255_r5760_c5710,train,5760,5710,4,557060.0,3537290.0,562180.0,3542410.0
train_0256_r6144_c0,train,6144,0,1,499960.0,3533450.0,505080.0,3538570.0
train_0257_r6144_c384,train,6144,384,0,503800.0,3533450.0,508920.0,3538570.0
train_0258_r6144_c768,train,6144,768,0,507640.0,3533450.0,512760.0,3538570.0
train_0259_r6144_c1152,train,6144,1152,1,511480.0,3533450.0,516600.0,3538570.0
train_0260_r6144_c1536,train,6144,1536,0,515320.0,3533450.0,520440.0,3538570.0
train_0261_r6144_c1920,train,6144,1920,0,519160.0,3533450.0,524280.0,3538570.0
train_0262_r6144_c2304,train,6144,2304,17,523000.0,3533450.0,528120.0,3538570.0
train_0263_r6144_c2688,train,6144,2688,7,526840.0,3533450.0,531960.0,3538570.0
train_0264_r6144_c3072,train,6144,3072,3,530680.0,3533450.0,535800.0,3538570.0
train_0265_r6144_c3456,train,6144,3456,2,534520.0,3533450.0,539640.0,3538570.0
train_0266_r6144_c3840,train,6144,3840,0,538360.0,3533450.0,543480.0,3538570.0
train_0267_r6144_c4224,train,6144,4224,0,542200.0,3533450.0,547320.0,3538570.0
train_0268_r6144_c4608,train,6144,4608,2,546040.0,3533450.0,551160.0,3538570.0
train_0269_r6144_c4992,train,6144,4992,1,549880.0,3533450.0,555000.0,3538570.0
train_0270_r6144_c5376,train,6144,5376,6,553720.0,3533450.0,558840.0,3538570.0
train_0271_r6144_c5710,train,6144,5710,10,557060.0,3533450.0,562180.0,3538570.0
train_0272_r6528_c0,train,6528,0,1,499960.0,3529610.0,505080.0,3534730.0
train_0273_r6528_c384,train,6528,384,0,503800.0,3529610.0,508920.0,3534730.0
train_0274_r6528_c768,train,6528,768,0,507640.0,3529610.0,512760.0,3534730.0
train_0275_r6528_c1152,train,6528,1152,0,511480.0,3529610.0,516600.0,3534730.0
train_0276_r6528_c1536,train,6528,1536,2,515320.0,3529610.0,520440.0,3534730.0
train_0277_r6528_c1920,train,6528,1920,2,519160.0,3529610.0,524280.0,3534730.0
train_0278_r6528_c2304,train,6528,2304,0,523000.0,3529610.0,528120.0,3534730.0
train_0279_r6528_c2688,train,6528,2688,1,526840.0,3529610.0,531960.0,3534730.0
train_0280_r6528_c3072,train,6528,3072,0,530680.0,3529610.0,535800.0,3534730.0
train_0281_r6528_c3456,train,6528,3456,2,534520.0,3529610.0,539640.0,3534730.0
train_0282_r6528_c3840,train,6528,3840,5,538360.0,3529610.0,543480.0,3534730.0
train_0283_r6528_c4224,train,6528,4224,1,542200.0,3529610.0,547320.0,3534730.0
train_0284_r6528_c4608,train,6528,4608,1,546040.0,3529610.0,551160.0,3534730.0
train_0285_r6528_c4992,train,6528,4992,3,549880.0,3529610.0,555000.0,3534730.0
train_0286_r6528_c5376,train,6528,5376,6,553720.0,3529610.0,558840.0,3534730.0
train_0287_r6528_c5710,train,6528,5710,12,557060.0,3529610.0,562180.0,3534730.0
train_0288_r6912_c0,train,6912,0,3,499960.0,3525770.0,505080.0,3530890.0
train_0289_r6912_c384,train,6912,384,7,503800.0,3525770.0,508920.0,3530890.0
train_0290_r6912_c768,train,6912,768,0,507640.0,3525770.0,512760.0,3530890.0
train_0291_r6912_c1152,train,6912,1152,0,511480.0,3525770.0,516600.0,3530890.0
train_0292_r6912_c1536,train,6912,1536,2,515320.0,3525770.0,520440.0,3530890.0
train_0293_r6912_c1920,train,6912,1920,4,519160.0,3525770.0,524280.0,3530890.0
train_0294_r6912_c2304,train,6912,2304,7,523000.0,3525770.0,528120.0,3530890.0
train_0295_r6912_c2688,train,6912,2688,0,526840.0,3525770.0,531960.0,3530890.0
train_0296_r6912_c3072,train,6912,3072,0,530680.0,3525770.0,535800.0,3530890.0
train_0297_r6912_c3456,train,6912,3456,0,534520.0,3525770.0,539640.0,3530890.0
train_0298_r6912_c3840,train,6912,3840,1,538360.0,3525770.0,543480.0,3530890.0
train_0299_r6912_c4224,train,6912,4224,2,542200.0,3525770.0,547320.0,3530890.0
train_0300_r6912_c4608,train,6912,4608,0,546040.0,3525770.0,551160.0,3530890.0
train_0301_r6912_c4992,train,6912,4992,1,549880.0,3525770.0,555000.0,3530890.0
train_0302_r6912_c5376,train,6912,5376,2,553720.0,3525770.0,558840.0,3530890.0
train_0303_r6912_c5710,train,6912,5710,5,557060.0,3525770.0,562180.0,3530890.0
train_0304_r7296_c0,train,7296,0,0,499960.0,3521930.0,505080.0,3527050.0
train_0305_r7296_c384,train,7296,384,3,503800.0,3521930.0,508920.0,3527050.0
train_0306_r7296_c768,train,7296,768,1,507640.0,3521930.0,512760.0,3527050.0
train_0307_r7296_c1152,train,7296,1152,2,511480.0,3521930.0,516600.0,3527050.0
train_0308_r7296_c1536,train,7296,1536,2,515320.0,3521930.0,520440.0,3527050.0
train_0309_r7296_c1920,train,7296,1920,2,519160.0,3521930.0,524280.0,3527050.0
train_0310_r7296_c2304,train,7296,2304,2,523000.0,3521930.0,528120.0,3527050.0
train_0311_r7296_c2688,train,7296,2688,2,526840.0,3521930.0,531960.0,3527050.0
train_0312_r7296_c3072,train,7296,3072,0,530680.0,3521930.0,535800.0,3527050.0
train_0313_r7296_c3456,train,7296,3456,0,534520.0,3521930.0,539640.0,3527050.0
